symbol,entry_date,exit_date,entry_price,exit_price,shares,return_pct,pnl,exit_reason
JPM,2015-02-03,2015-02-06,55.90999984741211,58.70549983978272,894.2944041577266,0.050000000000000044,2500.0000000000023,TP
META,2015-02-06,2015-02-09,75.68000030517578,74.16640029907227,346.8551783053409,-0.020000000000000018,-525.0000000000002,SL
AVGO,2015-02-03,2015-02-11,10.25,10.762500000000001,4878.048780487805,0.050000000000000044,2500.000000000005,TP
AVGO,2015-02-09,2015-02-12,10.395000457763672,10.914750480651856,1237.3736828836247,0.050000000000000044,643.1250000000005,TP
META,2015-02-09,2015-02-19,74.05000305175781,77.7525032043457,173.70019540727984,0.050000000000000044,643.1249999999995,TP
META,2015-02-11,2015-02-19,75.08999633789062,78.84449615478516,349.5805204448276,0.050000000000000044,1312.500000000002,TP
META,2015-02-13,2015-02-20,76.45999908447266,80.28299903869629,5.947519700910032e-15,0.050000000000000044,2.2737367544323204e-14,TP
JPM,2015-02-06,2015-02-24,57.75,60.6375,454.54545454545456,0.050000000000000044,1312.5000000000014,TP
TSLA,2015-02-24,2015-02-25,13.81933307647705,13.54294641494751,997.2442174838471,-0.020000000000000018,-275.625,SL
GOOGL,2015-02-24,2015-02-26,26.577499389648438,27.90637435913086,518.530723976523,0.050000000000000044,689.0625000000011,TP
JPM,2015-02-12,2015-02-27,58.93000030517578,61.87650032043457,114.59040327557753,0.050000000000000044,337.6406250000003,TP
JPM,2015-02-20,2015-02-27,58.959999084472656,61.90799903869629,4.0492259654438736e-15,0.050000000000000044,1.1937117960769684e-14,TP
TSLA,2015-02-25,2015-03-02,13.662667274475098,13.389413928985595,494.25286910234263,-0.020000000000000018,-135.0562500000002,SL
TSLA,2015-02-26,2015-03-02,13.600000381469727,13.328000373840332,531.9967681661279,-0.020000000000000018,-144.7031249999999,SL
BRK-B,2015-02-27,2015-03-03,148.22000122070312,145.25560119628906,23.91867854069892,-0.020000000000000018,-70.90453124999996,SL
TSLA,2015-03-02,2015-03-03,13.513333320617676,13.243066654205322,507.2105101590663,-0.020000000000000018,-137.0820937500003,SL
MSFT,2015-02-25,2015-03-04,43.95000076293945,43.071000747680664,153.64760825429303,-0.020000000000000018,-135.05625000000006,SL
AAPL,2015-03-03,2015-03-05,32.2400016784668,31.59520164489746,158.05434389612384,-0.020000000000000018,-101.91344624999999,SL
AAPL,2015-03-04,2015-03-05,32.275001525878906,31.62950149536133,102.52139329402848,-0.020000000000000018,-66.17756250000001,SL
MSFT,2015-02-19,2015-03-06,43.18000030517578,42.316400299072264,475.545677509842,-0.020000000000000018,-410.68125000000094,SL
MSFT,2015-02-20,2015-03-06,43.5099983215332,42.639798355102535,5.487068913474067e-15,-0.02000000000000013,-4.774847184307897e-15,SL
TSLA,2015-03-03,2015-03-06,13.120667457580566,12.858254108428955,388.36990030990665,-0.020000000000000018,-101.91344624999996,SL
AMZN,2015-02-27,2015-03-09,19.200000762939453,18.816000747680665,184.64720945965408,-0.020000000000000018,-70.90453124999985,SL
AAPL,2015-03-05,2015-03-09,32.14500045776367,31.5021004486084,128.1141594564938,-0.020000000000000018,-82.36459428749998,SL
TSLA,2015-03-06,2015-03-09,13.280667304992676,13.015053958892823,945.6279394487796,-0.019999999999999907,-251.1714011624994,SL
AMZN,2015-02-13,2015-03-10,18.920499801635742,18.542089805603027,2.403463733273841e-14,-0.020000000000000018,-9.094947017729295e-15,SL
AMZN,2015-03-02,2015-03-10,19.042499542236328,18.6616495513916,359.9372378766545,-0.020000000000000018,-137.08209375000007,SL
MSFT,2015-03-06,2015-03-10,43.0,42.14,292.05976879360463,-0.020000000000000018,-251.17140116249982,SL
TSLA,2015-03-09,2015-03-10,12.959333419799805,12.700146751403809,509.7377868222214,-0.020000000000000018,-132.117238722,SL
AVGO,2015-03-09,2015-03-10,12.779000282287598,12.523420276641845,516.9310423489146,-0.020000000000000018,-132.1172387220003,SL
NVDA,2015-02-26,2015-03-11,0.5540000200271606,0.5817000210285187,13059.848354599855,0.050000000000000044,361.75781250000034,TP
NVDA,2015-03-04,2015-03-11,0.5525000095367432,0.5801250100135803,5988.919579882738,0.050000000000000044,165.44390624999988,TP
MSFT,2015-02-11,2015-03-12,42.650001525878906,41.79700149536133,615.4747728220406,-0.020000000000000018,-524.9999999999997,SL
MSFT,2015-02-12,2015-03-12,42.65999984741211,41.80679985046387,158.29377693749913,-0.020000000000000018,-135.05624999999986,SL
AVGO,2015-03-10,2015-03-12,12.571999549865723,12.320559558868409,847.7015534576065,-0.019999999999999907,-213.14607096978963,SL
TSLA,2015-03-11,2015-03-13,12.743332862854004,12.488466205596923,434.3932710893058,-0.020000000000000018,-110.7123609375002,SL
AVGO,2015-03-12,2015-03-16,12.288000106811523,12.902400112152101,1741.0039614095517,0.050000000000000044,1069.6728431879953,TP
TSLA,2015-03-10,2015-03-17,12.564000129699707,13.192200136184693,848.2412797256334,0.050000000000000044,532.8651774244761,TP
TSLA,2015-03-13,2015-03-17,12.596667289733887,13.226500654220581,107.66549518932526,0.050000000000000044,67.81132107421877,TP
MSFT,2015-03-13,2015-03-18,40.70000076293945,42.73500080108643,33.322515873742326,0.050000000000000044,67.81132107421882,TP
AMZN,2015-02-19,2015-03-19,18.67449951171875,18.693500518798828,1099.5776613512091,0.0010174841402392776,20.893082928430072,TIME
META,2015-03-10,2015-03-19,78.5,82.425,135.76182864317838,0.050000000000000044,532.8651774244747,TP
META,2015-03-11,2015-03-19,77.80000305175781,81.6900032043457,71.15190012514951,0.050000000000000044,276.78090234374974,TP
AVGO,2015-03-13,2015-03-19,12.571000099182129,13.199550104141236,107.88532422115016,0.050000000000000044,67.81132107421885,TP
TSLA,2015-03-16,2015-03-19,12.800000190734863,13.440000200271607,877.4659911023883,0.050000000000000044,561.5782426736966,TP
META,2015-03-17,2015-03-19,78.36000061035156,82.27800064086914,80.48881042763931,0.050000000000000044,315.35516171181416,TP
TSLA,2015-03-19,2015-03-20,13.466667175292969,13.197333831787109,1420.721790219457,-0.020000000000000018,-382.6477499514371,SL
AAPL,2015-03-17,2015-03-25,31.475000381469727,30.84550037384033,200.38453241606527,-0.020000000000000018,-126.14206468472602,SL
AAPL,2015-03-20,2015-03-25,32.0625,31.42125,292.3936023020722,-0.020000000000000018,-187.49739747620364,SL
JPM,2015-03-20,2015-03-25,61.31999969482422,60.09359970092773,152.8843757414677,-0.020000000000000018,-187.49739747620401,SL
BRK-B,2015-03-05,2015-03-26,145.41000366210938,142.50180358886718,28.321502033275312,-0.02000000000000013,-82.36459428750035,SL
BRK-B,2015-03-19,2015-03-26,145.63999938964844,142.72719940185547,131.3676708167556,-0.020000000000000018,-382.647749951436,SL
AAPL,2015-03-25,2015-03-26,31.635000228881836,31.0023002243042,388.10978259138574,-0.020000000000000018,-245.55706122219502,SL
JPM,2015-03-25,2015-03-26,60.529998779296875,59.31939880371094,202.83914271792733,-0.020000000000000018,-245.55706122219496,SL
TSLA,2015-03-26,2015-03-27,12.928000450134277,12.669440441131592,1811.9660905100145,-0.020000000000000018,-468.5019686748308,SL
TSLA,2015-03-27,2015-03-30,12.604666709899902,12.352573375701905,910.638773456668,-0.020000000000000018,-229.56596465066644,SL
GOOGL,2015-03-13,2015-04-01,27.96150016784668,27.402270164489746,48.503349725273985,-0.020000000000000018,-27.1245284296875,SL
GOOGL,2015-03-18,2015-04-01,27.886499404907227,27.32876941680908,17.02182983339963,-0.020000000000000018,-9.493584950390636,SL
GOOGL,2015-03-19,2015-04-01,28.22599983215332,27.661479835510253,677.8285131206367,-0.020000000000000018,-382.64774995143716,SL
NVDA,2015-03-27,2015-04-01,0.5272499918937683,0.5167049920558929,21770.125005229052,-0.020000000000000018,-229.5659646506671,SL
GOOGL,2015-03-16,2015-04-02,27.846500396728516,27.289570388793944,403.3384695907225,-0.020000000000000018,-224.63129706947905,SL
JNJ,2015-03-09,2015-04-06,100.19999694824219,98.19599700927735,65.92676783725081,-0.019999999999999907,-132.1172387219997,SL
TSLA,2015-03-30,2015-04-06,12.390000343322754,13.009500360488893,453.9439853181629,0.050000000000000044,281.21830669706753,TP
META,2015-04-01,2015-04-06,82.5,80.85,192.68339134016296,-0.020000000000000018,-317.92759571127,SL
AVGO,2015-04-01,2015-04-06,12.666000366210938,12.41268035888672,1255.0433701210197,-0.019999999999999907,-317.9275957112681,SL
TSLA,2015-04-02,2015-04-06,12.682000160217285,13.31610016822815,433.9588951801378,0.050000000000000044,275.1733389101115,TP
AVGO,2015-04-02,2015-04-06,12.611000061035156,12.358780059814453,436.40208956992734,-0.020000000000000018,-110.06933556404441,SL
NVDA,2015-04-06,2015-04-07,0.5242499709129333,0.55046246945858,52177.65771374467,0.050000000000000044,1367.7067769367818,TP
AMZN,2015-03-12,2015-04-10,18.44099998474121,19.215499877929688,1160.102862180013,0.04199880124881128,898.4995428460661,TIME
AVGO,2015-04-07,2015-04-14,12.651000022888184,12.397980022430419,756.7739642112317,-0.02000000000000013,-191.47894877115027,SL
AVGO,2015-04-10,2015-04-14,12.755999565124512,12.50087957382202,873.7832065921807,-0.02000000000000013,-222.9195640660601,SL
GOOGL,2015-04-07,2015-04-15,27.249500274658203,26.704510269165038,351.3439638179773,-0.020000000000000018,-191.47894877114993,SL
JPM,2015-04-07,2015-04-15,61.150001525878906,64.20750160217285,156.5649582936763,0.050000000000000044,478.69737192787414,TP
BRK-B,2015-03-18,2015-04-16,144.55999755859375,142.5,3.2836141085789077,-0.014250121702989005,-6.764237047036542,TIME
JNJ,2015-03-18,2015-04-16,99.88999938964844,100.2699966430664,4.7520197258978225,0.0038041571302416255,1.8057544440291813,TIME
META,2015-04-10,2015-04-17,82.20999908447266,80.5657991027832,135.57934956124024,-0.020000000000000018,-222.91956406605922,SL
NVDA,2015-04-14,2015-04-17,0.5615000128746033,0.5502700126171112,18081.50192648165,-0.020000000000000018,-203.05527129023287,SL
AVGO,2015-04-14,2015-04-17,12.505999565124512,12.255879573822021,811.8314343161045,-0.020000000000000018,-203.05527129023247,SL
AVGO,2015-04-15,2015-04-17,12.47700023651123,12.227460231781006,519.225052279234,-0.020000000000000018,-129.56742200181125,SL
TSLA,2015-04-16,2015-04-17,13.846667289733887,13.569733943939209,34.102069208243584,-0.020000000000000018,-9.444000124360556,SL
META,2015-04-16,2015-04-17,82.47000122070312,80.82060119628906,5.725718433716809,-0.020000000000000018,-9.444000124360558,SL
NVDA,2015-04-15,2015-04-21,0.5605000257492065,0.5492900252342224,11558.199469181252,-0.019999999999999907,-129.56742200181088,SL
TSLA,2015-04-15,2015-04-22,13.830666542053223,14.522199869155884,468.40628254557106,0.050000000000000044,323.9185550045279,TP
TSLA,2015-04-17,2015-04-22,13.666000366210938,14.349300384521484,929.2353259931538,0.050000000000000044,634.946515265929,TP
NVDA,2015-04-21,2015-04-22,0.5590000152587891,0.5478200149536133,5678.71512056182,-0.019999999999999907,-63.48803678088725,SL
TSLA,2015-04-21,2015-04-22,13.720000267028809,14.40600028038025,231.37039192870358,0.050000000000000044,158.72009195221875,TP
AAPL,2015-03-26,2015-04-23,30.690000534057617,32.2245005607605,763.2811347704597,0.050000000000000044,1171.2549216870746,TP
AAPL,2015-03-30,2015-04-23,31.012500762939453,32.56312580108643,181.35803290854136,0.050000000000000044,281.21830669706736,TP
META,2015-04-17,2015-04-23,81.4800033569336,85.55400352478027,155.85333556859698,0.050000000000000044,634.9465152659285,TP
NVDA,2015-04-22,2015-04-23,0.5547500252723694,0.543655024766922,23956.91842996259,-0.020000000000000018,-265.8020220893977,SL
AVGO,2015-04-06,2015-04-24,12.336999893188477,12.090259895324706,2217.2437201558578,-0.020000000000000018,-547.082710774714,SL
GOOGL,2015-04-22,2015-04-24,27.152999877929688,28.510649871826175,489.45240541440893,0.050000000000000044,664.5050552234933,TP
AVGO,2015-04-24,2015-04-27,12.373000144958496,12.125540142059325,1647.2019118282726,-0.02000000000000013,-407.6165898765442,SL
META,2015-04-27,2015-04-28,81.87000274658203,80.23260269165038,60.99063220314977,-0.020000000000000018,-99.86606451975328,SL
AVGO,2015-04-27,2015-04-28,12.0,11.76,416.1086021656372,-0.020000000000000018,-99.86606451975301,SL
NVDA,2015-04-17,2015-05-08,0.5504999756813049,0.5394899761676788,23067.994307542413,-0.020000000000000018,-253.97860610637238,SL
NVDA,2015-04-24,2015-05-08,0.5552499890327454,0.5441449892520904,36705.68193856405,-0.020000000000000018,-407.6165898765435,SL
NVDA,2015-04-27,2015-05-08,0.5525000095367432,0.5414500093460083,9037.652741715608,-0.020000000000000018,-99.86606451975305,SL
BRK-B,2015-04-28,2015-05-08,140.80999755859375,147.85049743652345,34.75205771118376,0.050000000000000044,244.6718580733953,TP
