stop_pct,target_pct,max_days,dev_trades,oos_trades,dev_return,oos_return,dev_sharpe,oos_sharpe,dev_max_dd,oos_max_dd,dev_win_rate,oos_win_rate,dev_sl,dev_tp,oos_sl,oos_tp,beats_buyhold_both
0.03,0.03,10,3482,1610,0.46512810228191115,0.11528767790812933,0.3097401874615508,0.25394188827893455,-0.5469589857555406,-0.42908614684585844,0.5324526134405514,0.5149068322981366,1442,1690,703,778,False
0.03,0.03,20,3243,1597,0.6348985466791683,0.10968306267970274,0.3533714775520361,0.24863043770112445,-0.5440081571845803,-0.39145018011570254,0.5414739438791243,0.5153412648716343,1438,1711,744,806,False
0.03,0.03,30,3239,1571,0.6593544032270522,0.14670104844238896,0.35957943032628203,0.2764463545686624,-0.5428170211879233,-0.37969593917867817,0.5464649583204693,0.5194143857415658,1437,1740,731,810,False
0.03,0.05,10,3265,1503,1.9935213361170177,1.3900470161651826,0.5941730409982627,0.9390193378344878,-0.3913018800608641,-0.3469866682264193,0.45880551301684536,0.4703925482368596,1589,1056,723,551,False
0.03,0.05,20,2920,1441,1.6937618176062834,1.539523354591569,0.5603989812030156,1.007109537189455,-0.3498215297099355,-0.3315760386562824,0.44554794520547947,0.45523941707147814,1563,1133,766,616,False
0.03,0.05,30,2868,1415,1.7192719370600522,1.5316693194062445,0.5668086331878661,1.0175102552553246,-0.3600207773077594,-0.3315760386562824,0.4400278940027894,0.4515901060070671,1581,1186,759,629,False
0.03,0.07,10,3153,1407,4.404417015361795,1.9900378203654427,0.8300874942689569,1.1294037071506633,-0.2986878458191451,-0.3393713049744348,0.43070091975895974,0.42857142857142855,1615,715,731,380,False
0.03,0.07,20,2878,1332,4.254208413982204,1.8674824807030892,0.8372210940793825,1.1223091267579481,-0.2912175735421628,-0.32463147109648305,0.3957609451007644,0.39864864864864863,1682,844,783,455,False
0.03,0.07,30,2693,1274,4.2044765808668245,1.6386096199609024,0.8427794366547379,1.0643731373223053,-0.29209342232694135,-0.32219328821831317,0.38470107686594873,0.38618524332810045,1627,887,764,461,False
0.05,0.03,10,3280,1510,0.08737019707660254,0.4768252464496938,0.1876669299991282,0.5002764965508276,-0.6336266877737666,-0.47056126526876774,0.623780487804878,0.6324503311258278,898,1826,388,881,False
0.05,0.03,20,2861,1449,-0.16257718808885258,0.6143634991020985,0.07313688655830557,0.5937139034676854,-0.6343611072185604,-0.4235265116402852,0.6378888500524292,0.6666666666666666,943,1768,422,940,False
0.05,0.03,30,2830,1365,0.01013672672799637,0.5636254060596391,0.1505683833308105,0.5667016651994051,-0.6046000830291383,-0.4130889262671309,0.6448763250883393,0.6615384615384615,958,1793,433,894,False
0.05,0.05,10,3174,1511,1.0694148897226605,1.5099165769406007,0.4539781737281404,1.0197487083799202,-0.4384491701749751,-0.43538797055696987,0.5532451165721487,0.5671740569159497,1001,1189,467,645,False
0.05,0.05,20,2796,1311,0.5459957140802343,1.4893700665215084,0.33394951494798664,1.044931615111709,-0.4145396600322021,-0.4053202553782882,0.5486409155937053,0.5804729214340199,1104,1303,484,697,False
0.05,0.05,30,2619,1284,0.8392444344163656,1.4372248853619785,0.41297222074644224,1.0368167635313623,-0.39749108538904754,-0.4041965860676028,0.561282932416953,0.5778816199376947,1079,1352,508,715,False
0.05,0.07,10,3201,1414,1.9035336791923316,2.2028843156535656,0.5958247068296525,1.237057271398451,-0.4317064550088089,-0.44601213245630145,0.5179631365198375,0.5339462517680339,1104,805,468,447,False
0.05,0.07,20,2757,1248,1.6002910773383388,2.0047577483020596,0.5635887097643472,1.2388608300778754,-0.3950182891377393,-0.4088456037250714,0.49474066013783097,0.5352564102564102,1226,950,510,533,False
0.05,0.07,30,2530,1119,2.1810632286464773,1.9600882809986793,0.6668485911115476,1.2459654990586526,-0.358931664787139,-0.4118480832978778,0.5007905138339921,0.5245755138516532,1178,1034,495,531,False
0.07,0.03,10,3149,1489,0.20198088796501823,0.9062510782713702,0.2289040893958573,0.7405708789465398,-0.5520313564993862,-0.41318340794790975,0.662432518259765,0.6762928139691068,603,1849,257,926,False
0.07,0.03,20,2775,1409,-0.045172205761555784,0.9349697916392239,0.12496133844480883,0.7753391612731305,-0.5808089991903841,-0.3928890005530493,0.6965765765765766,0.723207948899929,669,1857,286,990,False
0.07,0.03,30,2714,1319,0.32891872354907803,0.6495781432882588,0.26793665219912743,0.6253831263011304,-0.5268844431456866,-0.379549018968269,0.7181282240235815,0.7376800606520091,683,1898,285,961,False
0.07,0.05,10,3258,1489,0.9089096215467065,1.8956181270445591,0.4211615549157528,1.1635251218455198,-0.43048433037035816,-0.40934034649021167,0.5847145488029466,0.6138347884486233,739,1283,299,682,False
0.07,0.05,20,2757,1265,0.620298901849264,1.863977196971172,0.35582550401285296,1.2091351780820248,-0.42548754383557885,-0.3602952080149474,0.6147986942328618,0.658498023715415,815,1415,313,751,False
0.07,0.05,30,2618,1210,1.2412798783361336,1.8885281138154877,0.5066365398835133,1.222189972262532,-0.4090397178415014,-0.3479078905459896,0.6298701298701299,0.6644628099173554,827,1483,340,773,False
0.07,0.07,10,3384,1357,1.3411413206228349,2.275540632157527,0.5057319156788253,1.2735663296358328,-0.43991762593189376,-0.43519877710824095,0.5555555555555556,0.5630066322770818,797,900,312,433,False
0.07,0.07,20,2744,1177,1.2428658121187794,2.5188727470250596,0.49965945677704243,1.4290908806765446,-0.42198669186275206,-0.36226324056597115,0.5615889212827988,0.6066270178419712,893,1062,339,551,False
0.07,0.07,30,2453,1069,2.081770208331272,2.334198240797901,0.6559481247772553,1.3836860145193706,-0.374395685547247,-0.355728487871239,0.5764370158988993,0.6136576239476146,889,1140,340,579,False
0.1,0.03,10,3109,1485,0.7194591997156945,1.2663744907636252,0.37391899898512837,0.8528361618396477,-0.4965033398706544,-0.38563483452912295,0.6802830492119653,0.7037037037037037,378,1872,140,964,False
