symbol,entry_date,exit_date,entry_price,exit_price,return_pct,pnl,exit_reason
TXN,2018-03-23,2018-04-23,104.02999877929688,98.82849884033203,-0.050000000000000044,-644.1381212937787,SL
SCHW,2018-04-03,2018-04-24,50.880001068115234,55.96800117492676,0.10000000000000009,4216.250274559369,TP
TXN,2018-04-03,2018-05-01,101.91999816894531,101.0999984741211,-0.008045523052943593,-339.2193878094715,TIME
TXN,2018-04-04,2018-05-02,99.9800033569336,103.27999877929688,0.033006554426509904,516.7047234071183,TIME
EL,2018-04-25,2018-05-02,146.57000732421875,139.24150695800782,-0.04999999999999993,-4652.8759209668315,SL
EL,2018-05-02,2018-05-03,140.0,133.0,-0.050000000000000044,-7319.962008400829,SL
TXN,2018-04-11,2018-05-09,101.41000366210938,106.0,0.045261770753742825,2099.184487042629,TIME
PVH,2018-05-03,2018-06-01,151.10000610351562,162.0,0.07213761387287443,10032.847265596456,TIME
NTAP,2018-05-24,2018-06-04,64.0,70.4,0.10000000000000009,4847.79375071957,TP
PVH,2018-06-22,2018-07-02,155.22999572753906,147.4684959411621,-0.050000000000000044,-10121.89283415638,SL
TXN,2018-07-02,2018-07-31,108.94000244140625,111.98999786376953,0.027997019956041758,5384.273877745036,TIME
NTAP,2018-07-31,2018-08-27,77.55999755859375,85.31599731445313,0.10000000000000009,19770.02377267162,TP
EL,2019-05-10,2019-06-10,164.5,177.13999938964844,0.0768389020647322,16710.176125343143,TIME
PYPL,2019-07-30,2019-08-05,110.79000091552734,105.25050086975097,-0.050000000000000155,-11709.021881236567,SL
EL,2019-08-05,2019-08-19,179.86000061035156,197.84600067138675,0.10000000000000009,11123.570787174733,TP
EL,2019-08-06,2019-08-19,175.99000549316406,193.5890060424805,0.10000000000000009,7.275957614183435e-13,TP
PYPL,2019-08-05,2019-09-03,103.76000213623047,107.91999816894531,0.04009248214213623,4459.715631415913,TIME
TXN,2019-08-06,2019-09-04,118.36000061035156,123.94999694824219,0.04722876232734441,3.436344728641004e-13,TIME
EL,2019-08-19,2019-09-17,195.1999969482422,193.39999389648438,-0.009221327253581268,-1128.3149510260653,TIME
TXN,2019-08-26,2019-09-24,122.45999908447266,128.77000427246094,0.05152707198401707,7.498175834773723e-13,TIME
EL,2019-09-23,2019-10-21,192.66000366210938,185.0,-0.03975917946904861,-9419.998750077802,TIME
TXN,2020-08-03,2020-08-24,128.14999389648438,140.96499328613282,0.10000000000000009,22750.638846098132,TP
PYPL,2020-09-08,2020-09-17,184.6999969482422,175.46499710083006,-0.050000000000000044,-12512.851365353987,SL
PYPL,2020-09-18,2020-09-29,176.6999969482422,194.36999664306643,0.10000000000000009,23774.417594172555,TP
EL,2020-11-02,2020-11-03,233.5399932861328,221.86299362182615,-0.050000000000000044,-4.850638409455626e-13,SL
PYPL,2020-11-02,2020-11-03,189.00999450683594,179.55949478149412,-0.050000000000000044,-4.850638409455625e-13,SL
TXN,2020-10-29,2020-11-05,141.69000244140625,155.8590026855469,0.10000000000000009,26151.85935358982,TP
PYPL,2020-11-03,2020-11-05,177.94000244140625,195.7340026855469,0.10000000000000009,1.8432425955931367e-12,TP
TXN,2020-11-02,2020-11-09,146.4600067138672,161.10600738525392,0.10000000000000009,9.70127681891124e-13,TP
PYPL,2020-11-10,2020-11-24,184.97999572753906,203.47799530029297,0.10000000000000009,28767.04528894877,TP
EL,2021-01-19,2021-01-27,249.0,236.54999999999998,-0.050000000000000044,-15821.874908921842,SL
PVH,2021-01-27,2021-01-29,89.37000274658203,84.90150260925293,-0.050000000000000044,-15030.781163475729,SL
PVH,2021-01-29,2021-02-01,88.08999633789062,83.6854965209961,-0.04999999999999993,-4759.747368433978,SL
EL,2021-01-29,2021-02-05,243.5800018310547,267.9380020141602,0.10000000000000009,9519.494736867977,TP
SCHW,2021-02-01,2021-02-12,52.130001068115234,57.34300117492676,0.10000000000000009,4521.760000012286,TP
SCHW,2021-01-29,2021-02-16,53.2599983215332,58.585998153686525,0.10000000000000009,9519.494736867964,TP
PVH,2021-02-05,2021-02-25,94.02999877929688,103.43299865722658,0.10000000000000009,10471.444210554777,TP
TXN,2021-02-01,2021-03-02,167.36000061035156,177.57000732421875,0.061006254042972774,2758.5563928210195,TIME
TXN,2021-02-26,2021-03-04,173.27999877929688,164.61599884033203,-0.050000000000000044,-6740.992210544631,SL
NTAP,2021-03-02,2021-03-04,64.75,61.512499999999996,-0.050000000000000044,-2398.8078196471956,SL
NTAP,2021-02-26,2021-03-05,62.349998474121094,59.23249855041504,-0.050000000000000044,-6740.992210544629,SL
TXN,2021-03-04,2021-03-08,170.5,161.975,-0.050000000000000044,-8682.810028682232,SL
PYPL,2021-03-05,2021-03-08,243.1199951171875,230.9639953613281,-0.050000000000000044,-2134.6475333391354,SL
NTAP,2021-03-05,2021-03-11,62.13999938964844,68.35399932861328,0.10000000000000009,4269.295066678265,TP
NTAP,2021-03-08,2021-03-11,61.900001525878906,68.0900016784668,0.10000000000000009,10276.584683920304,TP
PVH,2021-03-24,2021-03-25,96.70999908447266,91.87449913024902,-0.050000000000000044,-8000.23386282921,SL
TXN,2021-03-05,2021-03-26,167.5399932861328,184.29399261474612,0.10000000000000009,4269.29506667827,TP
TXN,2021-03-08,2021-03-26,166.38999938964844,183.0289993286133,0.10000000000000009,10276.584683920308,TP
PVH,2021-03-25,2021-03-31,93.97000122070312,103.36700134277345,0.10000000000000009,15200.444339375506,TP
PVH,2021-03-26,2021-04-09,99.75,109.72500000000001,0.10000000000000009,16000.467725658424,TP
TXN,2021-04-29,2021-05-27,183.6300048828125,188.74000549316406,0.02782769958326048,9550.745684364401,TIME
PVH,2021-06-03,2021-06-17,110.86000061035156,105.31700057983397,-0.050000000000000155,-17638.038919986902,SL
PVH,2021-06-18,2021-07-16,102.7699966430664,97.63149681091308,-0.050000000000000044,-16756.136973987548,SL
PVH,2021-07-16,2021-07-19,101.61000061035156,96.52950057983398,-0.050000000000000044,-15918.330125288161,SL
SCHW,2021-07-20,2021-08-09,66.5999984741211,73.2599983215332,0.10000000000000009,15122.413619023737,TP
NTAP,2021-07-20,2021-08-17,77.70999908447266,81.31999969482422,0.04645477612768212,7025.083391819593,TIME
EL,2021-08-19,2021-09-17,319.0799865722656,320.7200012207031,0.005139822983119213,1668.36479574076,TIME
SCHW,2021-12-02,2021-12-16,77.27999877929688,85.00799865722657,0.10000000000000009,32626.41341870589,TP
SCHW,2022-02-25,2022-03-01,82.41999816894531,78.29899826049804,-0.050000000000000155,-17944.52738028827,SL
SCHW,2023-01-20,2023-02-17,76.69999694824219,79.97000122070312,0.042633694948743805,14535.788620281195,TIME
SCHW,2023-01-23,2023-02-21,76.51000213623047,79.66999816894531,0.041301737609264366,2.404077537897062e-12,TIME
PVH,2023-03-10,2023-03-13,76.58000183105469,72.75100173950194,-0.050000000000000155,-17774.09044228792,SL
PVH,2023-03-14,2023-03-15,74.98999786376953,71.24049797058105,-0.050000000000000155,-16885.385920173525,SL
PVH,2023-03-16,2023-03-28,70.20999908447266,77.23099899291992,0.10000000000000009,32082.23324832962,TP
PVH,2023-03-28,2023-04-26,84.9000015258789,83.37999725341797,-0.017903465784951944,-6318.214817929474,TIME
PVH,2023-05-04,2023-06-01,82.8499984741211,78.70749855041504,-0.050000000000000044,-17329.31754568482,SL
PVH,2023-06-02,2023-07-03,78.83000183105469,86.71300201416017,0.10000000000000009,32925.703336801205,TP
PVH,2023-08-09,2023-08-18,84.44999694824219,80.22749710083008,-0.050000000000000044,-18109.136835240635,SL
SCHW,2024-01-17,2024-02-14,60.93000030517578,63.15999984741211,0.03659936863724078,12592.876519968986,TIME
PVH,2024-03-19,2024-04-02,128.32000732421875,121.90400695800781,-0.050000000000000044,-17833.323819477053,SL
PVH,2024-04-03,2024-05-01,108.01000213623047,108.4800033569336,0.00435146015560961,1474.4189628082545,TIME
SCHW,2024-05-29,2024-06-27,69.9000015258789,72.77999877929688,0.04120167654576834,14021.242488373291,TIME
NTAP,2024-07-31,2024-08-02,125.05999755859375,118.80699768066405,-0.050000000000000044,-17716.440701062304,SL
NTAP,2024-08-02,2024-08-05,120.20999908447266,114.19949913024902,-0.050000000000000044,-8415.309333004583,SL
NTAP,2024-08-05,2024-08-13,113.81999969482422,125.20199966430665,0.10000000000000009,7994.543866354364,TP
TXN,2024-08-05,2024-08-15,184.61000061035156,203.07100067138674,0.10000000000000009,7994.543866354364,TP
TXN,2024-08-02,2024-08-21,187.50999450683594,206.26099395751956,0.10000000000000009,16830.61866600919,TP
TXN,2024-09-09,2024-10-07,202.08999633789062,200.58999633789062,-0.007422435683021256,-2679.6237586813813,TIME
TXN,2024-10-16,2024-11-13,201.97999572753906,211.00999450683594,0.04470739167396509,16020.319165593957,TIME
TXN,2024-11-20,2024-12-17,198.0800018310547,188.17600173950194,-0.050000000000000044,-18717.873289640487,SL
SCHW,2024-12-18,2025-01-07,76.76000213623047,72.92200202941895,-0.04999999999999993,-17781.97962515843,SL
PYPL,2025-01-13,2025-01-17,82.19000244140625,90.40900268554688,0.10000000000000009,33785.76128780107,TP
PYPL,2025-02-05,2025-02-24,78.20999908447266,74.29949913024902,-0.050000000000000044,-18582.168708290603,SL
EL,2025-08-21,2025-08-28,85.16999816894531,93.68699798583985,0.10000000000000009,35306.12054575212,TP
EL,2025-09-05,2025-10-03,87.45999908447266,88.5,0.011891160832540937,4618.138335608762,TIME
EL,2025-11-04,2025-11-07,90.45999908447266,85.93699913024902,-0.050000000000000044,-19649.273216944104,SL
EL,2025-11-07,2025-12-01,87.02999877929688,95.73299865722657,0.10000000000000009,37333.61911219381,TP
EL,2026-02-09,2026-02-12,99.33000183105469,109.26300201416016,0.10000000000000009,41066.98102341319,TP
EL,2026-02-12,2026-02-24,106.27999877929688,116.90799865722657,0.10000000000000009,45173.6791257545,TP
PVH,2026-05-06,2026-05-11,89.95999908447266,85.46199913024903,-0.04999999999999993,-24845.52351916494,SL
PVH,2026-05-12,2026-05-13,82.62999725341797,78.49849739074706,-0.050000000000000155,-23603.247343206756,SL
PVH,2026-05-13,2026-05-26,82.02999877929688,90.23299865722657,0.10000000000000009,44846.1699520928,TP
TXN,2026-06-02,2026-06-05,301.260009765625,286.19700927734374,-0.050000000000000044,-24665.39347365103,SL
TXN,2026-06-08,2026-06-09,293.7300109863281,279.0435104370117,-0.050000000000000044,-23432.123799968464,SL
TXN,2026-06-10,2026-06-15,285.82000732421875,314.4020080566406,0.10000000000000009,44521.03521994008,TP
TXN,2026-06-29,2026-07-09,280.3299865722656,308.3629852294922,0.10000000000000009,48973.138741934126,TP
TXN,2026-07-22,2026-07-29,285.2099914550781,270.9494918823242,-0.050000000000000044,-26935.22630806379,SL
TXN,2026-07-29,2026-08-21,278.5799865722656,264.6509872436523,-0.050000000000000155,-25588.46499266062,SL
