fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2017-12-31,2019-02-19,-1139456,-997553,,,1.1422510884133474,
2018-12-31,2019-02-19,-11631378,4441311,,,-2.618906444516045,
2019-12-31,2020-03-20,-8591429,7140586,,,-1.2031826239471102,
2020-12-31,2021-03-22,-10892990,3986066,,,-2.73276709417255,
2021-12-31,2022-03-28,-19423326,3507811,-1.04,,-5.537164345513484,
2022-12-31,2023-03-30,-12731416,3276494,-0.51,,-3.8856826839908756,
2023-12-31,2024-04-01,-5123341,4083529,-3.6,,-1.254635635010796,
2024-12-31,2025-03-04,-13197451,4068084,-2.72,,-3.2441441720475783,
2025-12-31,2026-03-05,-7977171,5276458,-11.93,,-1.5118420349408637,
