fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2010-12-31,2012-03-21,-7883000,8543000,,,2699000,-7099000,189000,-0.9227437668266417,,-7288000,,0.31593117171953644
2011-12-31,2012-03-21,-6738000,5762000,,,2167000,-4618000,149000,-1.1693856299895868,,-4767000,,0.3760846928149948
2012-12-31,2013-03-01,-5406000,2257000,,,2107000,-4760000,47000,-2.3952148870181658,,-4807000,,0.9335400974745237
2013-12-31,2014-03-11,-3597000,708000,,,2348000,-2826000,29000,-5.080508474576271,,-2855000,,3.3163841807909606
2014-12-31,2015-05-07,-3799000,11254000,,,9090000,-3719000,266000,-0.33756886440376754,,-3985000,,0.8077128132219655
2015-12-31,2016-04-04,-7967000,7602000,,,11665000,-1982000,639000,-1.0480136806103657,,-2621000,,1.5344646145751117
2016-12-31,2017-03-28,-5910000,1976000,,,18518000,-4106000,292000,-2.9908906882591095,,-4398000,,9.371457489878543
2017-12-31,2018-03-26,-6950000,4352000,,,19766000,655000,569000,-1.5969669117647058,,86000,,4.541819852941177
2018-12-31,2019-03-28,-10620000,16821000,-2.95,,20907000,-1564000,308000,-0.6313536650615302,,-1872000,,1.2429106474050293
2019-12-31,2020-03-13,1038000,18508000,0.11,,15648000,-970000,897000,0.05608385562999784,,-1867000,,0.8454722282256322
2020-12-31,2021-03-10,-16844000,4335000,-1.65,,16283000,-3530000,657000,-3.8855824682814304,,-4187000,,3.756170703575548
2021-12-31,2022-03-22,232000,8729000,0.02,,14152000,471000,19000,0.026578073089700997,,452000,,1.6212624584717608
2022-12-31,2023-03-30,1876000,25579000,0.28,,40436000,-708000,149000,0.07334141287775128,,-857000,,1.580828022987607
2023-12-31,2024-03-21,-2937000,28831000,-0.35,,41946000,5167000,306000,-0.10186951545211752,,4861000,,1.4548923034233985
2024-12-31,2025-03-14,-3508000,25460000,-0.34,,39750000,3381000,11000,-0.1377847604084839,,3370000,,1.56127258444619
2025-12-31,2026-04-15,-8276000,21498000,,,101854000,-7750000,306000,-0.38496604335287005,,-8056000,,4.737836077774677
