fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-03-30,16956000,-1000000,0.91,,-16.956,
2010-12-31,2012-03-30,-11038000,-8903000,-0.39,,1.2398068066943726,
2011-12-31,2012-03-30,602000,-8256000,0.02,,-0.07291666666666667,
2012-12-31,2013-03-29,3521000,-5103000,0.12,,-0.6899862825788752,
2013-12-31,2014-03-31,1058000,-4163000,0.04,,-0.2541436464088398,
2014-12-31,2015-03-30,-5801000,97061000,-0.6,,-0.05976653856852907,
2015-12-31,2016-03-28,11805000,109438000,0.73,,0.10786929585701494,
2016-12-31,2017-03-10,21526000,149347000,1.17,,0.14413413058179944,
2017-12-31,2018-03-14,11556000,266030000,0.48,,0.04343870991993384,
2018-12-31,2019-03-06,15509000,258058000,0.58,,0.06009889249703555,
2019-12-31,2020-03-10,81611000,360660000,2.95,,0.22628237120834027,
2020-12-31,2021-03-04,204017000,512586000,7.56,,0.39801516233373524,
2021-12-31,2022-02-28,445054000,661271000,15.09,,0.6730281533592128,
2022-12-31,2023-03-16,-159829000,446514000,-5.95,,-0.35794846298212374,
2023-12-31,2024-04-24,-99910000,291117000,-3.69,,-0.34319534757502995,
2024-12-31,2025-09-19,-764274000,-488175000,-25.46,,1.5655738208634198,
2025-12-31,2026-03-31,307415000,-171533000,9.8,,-1.7921624410463293,
