fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2010-06-30,2012-08-30,5349285,36191872,0.35,,,7632350,554933,0.14780349024222897,,7077417,,
2011-06-30,2012-08-30,7832647,41057447,0.51,,,7718529,86512,0.19077287002282436,,7632017,,
2012-06-30,2012-08-30,1530434,38709646,0.1,,,1817046,18374,0.03953624375691785,,1798672,,
2013-06-30,2013-08-28,-194212,36849241,-0.01,,,461005,39159,-0.005270447768517132,,421846,,
2014-06-30,2014-08-27,-970000,35070000,-0.06,,,-15189000,30000,-0.02765896777872826,,-15219000,,
2015-06-30,2015-09-17,-4030000,28569000,-0.26,,,-672000,40000,-0.14106199026917288,,-712000,,
2016-06-30,2016-09-14,-3675000,24528000,-0.24,,,3033000,13000,-0.14982876712328766,,3020000,,
2017-06-30,2017-09-12,-513000,23870000,-0.03,,1166000.0,690000,0,-0.02149141181399246,,690000,,0.04884792626728111
2018-06-30,2018-09-06,647000,25542000,0.04,,2872000.0,-34000,0,0.025330827656409052,,-34000,,0.1124422519771357
2019-06-30,2019-09-05,-3388000,21712000,-0.22,,1557000.0,-1192000,0,-0.1560427413411938,,-1192000,,0.07171149594694179
2020-06-30,2020-09-10,-4684000,16764000,-0.31,,2052000.0,-240000,0,-0.27940825578620854,,-240000,,0.1224051539012169
2021-06-30,2021-12-08,31961000,54324000,2.12,,7953000.0,4766000,73000,0.5883403283999705,,4693000,,0.1463993814888447
2022-06-30,2022-09-02,5499000,56496000,0.37,,4198000.0,10535000,220000,0.09733432455395072,,10315000,,0.07430614556782782
2023-06-30,2023-11-16,3149000,52196000,0.22,,3477000.0,2910000,14000,0.06033029350908115,,2896000,,0.06661429994635604
2024-06-30,2024-09-10,1333000,49006000,0.09,,2957000.0,990000,213000,0.02720075092845774,,777000,,0.06033955025915194
2025-06-30,2025-09-08,-334000,45207000,-0.03,,2857000.0,-822000,7000,-0.0073882363350808505,,-829000,,0.0631981772734311
2026-06-30,2026-09-03,3055000,45139000,0.24,,2895000.0,742000,60000,0.067679833403487,,682000,,0.06413522674405725
