fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-01-02,2011-02-17,134200000,1290000000,2.32,,0.10403100775193798,
2011-01-01,2011-02-17,186500000,1388500000,3.19,,0.13431760893050054,
2011-12-31,2012-02-16,276300000,1530900000,4.71,,0.18048206937095826,
2012-12-29,2013-02-14,306100000,1802100000,5.2,,0.16985738860218633,
2013-12-28,2014-02-14,350300000,2113200000,5.93,,0.16576755631270113,
2015-01-03,2015-02-12,421900000,2207800000,7.14,,0.19109520789926623,
2016-01-02,2016-02-11,478700000,2412700000,8.1,,0.19840842209972231,
2016-12-31,2017-02-09,546400000,2617200000,9.2,,0.20877273421977685,
2017-12-30,2018-02-15,557700000,2953900000,9.52,,0.18880124581062324,
2018-12-29,2019-02-14,679900000,3098800000,11.87,,0.21940751258551697,
2019-12-28,2020-02-13,693500000,3409100000,12.41,,0.20342612419700215,
2021-01-02,2021-02-11,627000000,3824900000,11.44,,0.1639258542706999,
2022-01-01,2022-02-11,820500000,4181900000,14.92,,0.19620268299098495,
2022-12-31,2023-02-09,911700000,4481300000,16.82,,0.2034454287818267,
2023-12-30,2024-02-16,1011100000,5071300000,18.76,,0.1993768856111845,
2024-12-28,2025-02-13,1043900000,5394100000,19.51,,0.19352626017315214,
2026-01-03,2026-02-12,1016900000,5931800000,19.19,,0.1714319430864156,
