fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-01-31,2012-05-01,4375000,78054000,,,0.056050939093448125,
2012-01-31,2012-05-01,-4987000,72119000,,,-0.06914959996672167,
2013-01-31,2013-05-02,-18485000,54255000,-2.67,,-0.3407059257211317,
2014-01-31,2014-04-15,21027000,76636000,2.96,,0.2743749673782557,
2015-01-31,2015-04-16,-256000,73523000,-0.04,,-0.0034819036219958382,
2016-01-31,2016-04-28,-4409000,69028000,,,-0.06387263139595527,
2017-01-31,2017-04-14,-11678000,59413000,,,-0.19655630922525374,
2018-01-31,2018-04-19,-9976000,51812000,,,-0.1925422682004169,
2019-01-31,2019-04-16,-529000,52360000,-0.07,,-0.010103132161955691,
2020-01-31,2020-04-21,3576000,55629000,0.43,,0.06428301785040177,
2021-01-31,2021-04-15,-7642000,49313000,-0.94,,-0.15496927787804432,
2022-01-31,2022-04-19,6062000,54457000,0.72,,0.1113171860366895,
2023-01-31,2023-04-27,5945000,57784000,0.73,,0.10288315104527204,
2024-01-31,2024-04-26,10471000,65712000,1.3,,0.15934684684684686,
2025-01-31,2025-05-01,8983000,72138000,1.12,,0.12452521555906734,
2026-01-31,2026-04-16,17035000,90638000,2.09,,0.18794545334186544,
