fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-02-29,40554000,420634000,0.98,,0.09641160724049887,
2010-12-31,2012-02-29,37656000,435526000,0.9,,0.0864609690351437,
2011-12-31,2012-02-29,37712000,449829000,0.9,,0.08383630223929538,
2012-12-31,2013-02-28,5006000,473712000,1.17,,0.01056760225622319,
2013-12-31,2014-02-27,5666000,598756000,1.02,,0.00946295318961313,
2014-12-31,2015-02-26,11394000,626626000,1.19,,0.018183094860411156,
2015-12-31,2016-02-25,8477000,642155000,0.94,,0.013200862720059799,
2016-12-31,2017-02-23,15090000,659471000,1.01,,0.022881976614589572,
2017-12-31,2018-03-01,13669000,693462000,1.4,,0.019711245893790863,
2018-12-31,2019-02-28,15368000,730157000,1.36,,0.021047528134360144,
2019-12-31,2020-02-27,63116000,779906000,1.31,,0.08092770154351935,
2020-12-31,2021-02-25,96831000,921344000,1.97,,0.10509755313976105,
