fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-08-31,2012-11-21,3900120,34533648,0.89,,0.1129368087611248,
2012-08-31,2012-11-21,3448196,36756656,0.78,,0.09381147185968168,
2013-08-31,2013-11-22,3366894,40733672,0.75,,0.08265628495265538,
2014-08-31,2014-11-14,4106372,45753863,0.9,,0.08974918686100887,
2015-08-31,2015-11-13,1789571,44874105,0.38,,0.039879814873188,
2016-08-31,2016-11-22,-867514,44534975,-0.19,,-0.01947938670674004,
2017-08-31,2017-11-21,3422126,48860628,0.75,,0.07003851853889394,
2018-08-31,2018-11-13,6701366,53076745,1.43,,0.12625804389474146,
2019-08-31,2019-11-13,5209622,56594615,0.55,,0.09205154942744995,
2020-08-31,2020-11-13,-1337709,56659415,-0.15,,-0.023609650752659552,
2021-08-31,2021-11-19,6281238,62368026,0.64,,0.1007124708420305,
2022-08-31,2022-11-15,6324700,63595262,0.66,,0.09945237744283529,
2023-08-31,2023-11-21,2912276,66356273,0.3,,0.04388848059625049,
2024-08-31,2024-11-19,5409082,71193991,0.55,,0.07597666494072512,
2025-08-31,2025-11-20,17619,72148754,0.0,,0.00024420380149600365,
