fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2012-12-31,2014-03-28,-445649,134999,,,-3.301128156504863,
2013-12-31,2014-03-28,-268262,195487,,,-1.3722753942717418,
2014-12-31,2015-03-30,-460485,-139498,,,3.3010150683163917,
2015-12-31,2016-03-30,-61992,100078,,,-0.619436839265373,
2016-12-31,2017-05-24,-1107544,-355170,-0.03,,3.1183489596531238,
2017-12-31,2018-04-02,-1205961,881923,-0.03,,-1.3674220992082076,
2018-12-31,2019-04-01,-1240827,897700,,,-1.3822290297426758,
2019-12-31,2020-03-30,-3137203,-988185,,,3.1747122249376383,
2020-12-31,2021-03-30,-58646943,-2301899,,,25.477635204672318,
2021-12-31,2022-03-07,-60897704,22740033,,,-2.677995410120997,
2022-12-31,2023-03-22,-45535659,-11395777,,,3.9958362646092493,
2023-12-31,2024-03-11,-20595992,3505372,,,-5.875551011419045,
2024-12-31,2025-03-11,-18881732,-5485501,-0.6,,3.442116226029309,
2025-12-31,2026-03-10,14354106,23156580,0.25,,0.6198715872551128,
