fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2016-12-31,2018-02-14,-432300000,4179600000,,,-0.10343095033017513,
2017-12-31,2018-02-14,-778100000,3329600000,,,-0.23369173474291205,
2018-12-31,2019-02-21,-345200000,3112600000,,,-0.11090406733920195,
2019-12-31,2020-02-19,-80100000,3109800000,-0.58,,-0.025757283426586917,
2020-12-31,2021-03-01,-687200000,2714700000,-3.49,,-0.2531403101631856,
2021-12-31,2022-02-23,-440100000,2236000000,-1.89,,-0.196824686940966,
2022-12-31,2023-02-22,-175600000,1917400000,-0.79,,-0.09158235110044853,
2023-12-31,2024-02-22,-73600000,1763500000,-0.35,,-0.04173518571023533,
2024-12-31,2025-02-19,-657000000,1121000000,-3.31,,-0.5860838537020517,
2025-12-31,2026-02-18,-611200000,555600000,-3.06,,-1.1000719942404609,
