fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-09-30,2011-12-01,5362000,48039000,1.0,,0.1116176439975853,
2011-09-30,2011-12-01,7449000,53409000,1.4,,0.13947087569510758,
2012-09-30,2012-11-30,6548000,60142000,1.22,,0.10887566093578531,
2013-09-30,2013-11-27,10234000,72013000,1.9,,0.14211322955577466,
2014-09-30,2014-12-02,5023000,76620000,0.92,,0.06555729574523624,
2015-09-30,2016-01-29,-2872000,73069000,-0.53,,-0.03930531415511366,
2016-09-30,2016-12-06,-11335000,60370000,-2.07,,-0.1877588206062614,
2017-09-30,2017-12-20,-14209000,50131000,-2.59,,-0.28343739402764756,
2018-09-30,2018-12-06,-7170000,44189000,-1.3,,-0.16225757541469596,
2019-09-30,2019-12-16,-7506000,36054000,-1.35,,-0.20818771842236644,
2020-09-30,2020-12-23,9191000,45523000,1.59,,0.2018979416998001,
2021-09-30,2021-12-10,-743000,49622000,-0.13,,-0.014973197372133328,
2022-09-30,2022-12-23,-9640000,40690000,-1.65,,-0.23691324649791104,
2023-09-30,2024-01-02,-8692000,34335000,-1.47,,-0.2531527595747779,
2024-09-30,2024-12-26,-5383000,30425000,-0.9,,-0.17692686935086277,
2025-09-30,2025-12-22,-729000,36885000,-0.12,,-0.019764131760878406,
