fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2008-12-31,2011-03-01,91058000,1443375000,,,0.06308686238849917,
2009-12-31,2011-03-01,116331000,1559115000,,,0.07461348264881039,
2010-12-31,2011-03-01,193044000,1732962000,,,0.11139540278436573,
2011-12-31,2012-03-07,195028000,1861128000,,,0.10479021324702009,
2012-12-31,2013-03-01,134348000,1864007000,,,0.0720748366288324,
2013-12-31,2014-02-26,167699000,2076675000,,,0.08075360853287106,
2014-12-31,2015-02-25,138562000,2687594000,,,0.05155615022209456,
2015-12-31,2016-02-24,210386000,2872109000,,,0.0732513981885785,
2016-12-31,2017-02-22,225482000,3012427000,,,0.07485061048782261,
2017-12-31,2018-02-21,323752000,3334064000,,,0.09710431473421026,
2018-12-31,2019-02-20,400313000,3488954000,,,0.11473725362959787,
2019-12-31,2020-02-26,457371000,3586184000,,,0.1275369585051966,
2020-12-31,2021-02-24,491723000,4229268000,47.5,,0.11626669201384258,
2021-12-31,2022-02-25,547459000,4737241000,53.88,,0.11556494592527591,
2022-12-31,2023-02-24,1098000000,9662000000,67.4,,0.11364106810184227,
2023-12-31,2024-02-23,11466000000,21255000000,784.51,,0.5394495412844037,
2024-12-31,2025-02-21,2777000000,22228000000,189.41,,0.12493251754543819,
2025-12-31,2026-02-24,2206000000,22238000000,165.24,,0.09919956830650238,
