fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-02-28,-40609000,76260000,-1.56,,-0.5325072121688958,
2010-12-31,2012-02-28,-4685000,93278000,-0.16,,-0.05022620553613928,
2011-12-31,2012-02-28,10909000,107357000,0.34,,0.1016142403383105,
2012-12-31,2013-02-26,-5335000,106541000,-0.17,,-0.0500746191606987,
2013-12-31,2014-02-27,-30395000,74385000,-0.94,,-0.4086173287625193,
2014-12-31,2015-02-26,-13194000,59257000,,,-0.2226572388072295,
2015-12-31,2016-03-03,2329000,61180000,,,0.0380679960771494,
2016-12-31,2017-03-03,-8790000,41885000,,,-0.2098603318610481,
2017-12-31,2018-03-01,-2941000,43152000,,,-0.06815443084909158,
2018-12-31,2019-03-08,7867000,40487000,,,0.19430928446167905,
2019-12-31,2020-03-31,-955000,36034000,,,-0.026502747405228396,
2020-12-31,2021-03-11,-1243000,34280000,-0.43,,-0.03626021003500583,
2021-12-31,2022-03-11,3227000,39316000,1.07,,0.082078543086784,
2022-12-31,2023-04-14,7129000,45792000,2.27,,0.15568221523410203,
2023-12-31,2024-03-14,2198000,48554000,0.7,,0.04526918482514314,
2024-12-31,2025-03-14,-4770000,40428000,-1.59,,-0.11798753339269813,
2025-12-31,2026-03-20,-5917000,65707000,-1.85,,-0.09005128829500662,
