fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2008-12-31,2011-02-25,-84000000,1270000000,-0.37,,-0.06614173228346457,
2009-12-31,2011-02-25,61000000,1546000000,0.21,,0.03945666235446313,
2010-12-31,2011-02-25,97000000,1654000000,0.31,,0.058645707376058044,
2011-12-31,2012-02-28,86000000,1757000000,0.28,,0.048947068867387596,
2012-12-31,2013-02-21,128000000,1888000000,0.4,,0.06779661016949153,
2013-12-31,2014-02-19,168000000,2134000000,0.52,,0.07872539831302718,
2014-12-31,2015-02-12,401000000,2529000000,1.19,,0.15856069592724398,
2015-12-31,2016-02-17,677000000,3210000000,1.98,,0.21090342679127727,
2016-12-31,2017-02-17,759000000,4013000000,2.22,,0.18913531024171443,
2017-12-31,2018-02-16,1147000000,4834000000,3.47,,0.23727761688043028,
2018-12-31,2019-02-21,188000000,4611000000,0.6,,0.04077206679679028,
2019-12-31,2020-02-18,569000000,4799000000,1.91,,0.11856636799333195,
2020-12-31,2021-03-02,-1354000000,3951000000,-4.88,,-0.34269805112629714,
2021-12-31,2022-02-22,-182000000,3849000000,-0.57,,-0.04728500909327098,
2022-12-31,2023-02-27,-362000000,3563000000,-1.12,,-0.10159977547010945,
2023-12-31,2024-02-12,-310000000,3337000000,-0.93,,-0.09289781240635302,
2024-12-31,2025-02-14,-795000000,2641000000,-2.3,,-0.30102234002271866,
2025-12-31,2026-02-12,-602000000,2120000000,-1.66,,-0.2839622641509434,
