fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-12-31,2014-03-14,-519000000,-10000000,,,51.9,
2012-12-31,2014-03-14,41000000,20000000,,,2.05,
2013-12-31,2014-03-14,-819000000,-703000000,,,1.1650071123755334,
2014-12-31,2015-03-16,-371000000,-1122000000,,,0.3306595365418895,
2018-12-31,2021-03-25,52271000,428340000,0.88,,0.12203156371107064,
2019-12-31,2021-03-25,35504000,27260000,0.82,,1.3024211298606017,
2020-12-31,2021-03-25,149221000,196775000,4.42,,0.7583331215855673,
2021-12-31,2022-03-15,101577000,314715000,2.78,,0.32275868643058003,
2022-12-31,2023-02-23,54348000,382267000,1.49,,0.1421728791656094,
2023-12-31,2024-02-22,-259295000,152700000,-7.47,,-1.698068107400131,
2024-12-31,2025-02-27,-74216000,196920000,-2.0,,-0.3768840138127158,
2025-12-31,2026-02-26,307000,218139000,0.01,,0.0014073595276406327,
