fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2008-12-31,2010-02-19,1342000000,8283000000,4.38,,0.16201859229747675,
2009-12-31,2010-02-19,1006000000,8559000000,3.29,304835407.0,0.11753709545507653,28.077447053255202
2010-12-31,2011-02-16,784000000,8545000000,2.57,,0.09174956114686951,
2011-12-31,2012-02-28,885000000,13280000000,2.21,,0.06664156626506024,
2012-12-31,2013-02-25,770000000,13084000000,1.84,,0.05885050443289514,
2013-12-31,2014-02-27,392000000,12692000000,0.94,,0.030885597226599434,
2014-12-31,2015-02-17,299000000,12420000000,0.71,,0.024074074074074074,
2015-12-31,2016-02-16,578000000,12421000000,1.37,,0.04653409548345544,
2016-12-31,2017-02-21,-6177000000,6241000000,-14.49,,-0.9897452331357154,
2017-12-31,2018-02-20,-1724000000,3925000000,-3.88,,-0.4392356687898089,
2018-12-31,2019-02-19,1348000000,6814000000,1.99,,0.19782800117405341,
2019-12-31,2020-02-10,912000000,6975000000,1.68,,0.13075268817204302,
2020-12-31,2021-02-18,1079000000,7237000000,1.99,,0.14909492883791625,
2021-12-31,2022-02-16,1283000000,8675000000,2.35,,0.1478962536023055,
2022-12-31,2023-02-13,406000000,10166000000,0.71,,0.039937045052134565,
2023-12-31,2024-02-13,1102000000,10437000000,1.92,,0.10558589633036312,
2024-12-31,2025-02-27,978000000,12455000000,1.7,,0.07852268165395423,
2025-12-31,2026-02-18,1020000000,12510000000,1.76,,0.0815347721822542,
