fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2011-12-31,2013-04-01,-351680,10729672,-0.07,,6798302,-83106,742735,-0.032776398011048244,,-825841,,0.6335983057077607
2012-12-31,2013-04-01,376691,10865731,0.08,,5952073,2889170,110275,0.034667800997466254,,2778895,,0.5477839456912748
2013-12-31,2014-03-27,691502,11418443,0.14,,7238365,819846,908609,0.060560095627748896,,-88763,,0.6339187400593934
2014-12-31,2015-03-31,-804838,10473751,-0.16,,5824165,1426351,465826,-0.07684333912463644,,960525,,0.55607250926626
2015-12-31,2016-03-28,1044304,11390322,0.21,,7459788,18890,1635317,0.09168344845738338,,-1616427,,0.6549233638873423
2016-12-31,2017-03-30,2835200,14243119,0.56,,9809106,3994494,3744520,0.19905752384712927,,249974,,0.6886908689030823
2017-12-31,2018-03-29,2684000,17205000,0.53,,12020000,2926000,2741000,0.15600116245277534,,185000,,0.6986341179889567
2018-12-31,2019-03-26,1687000,18847000,0.33,,22522000,8472000,5234000,0.08951026688597655,,3238000,,1.1949912452910278
2019-12-31,2020-03-26,1959000,20821000,0.38,,21294000,3932000,4513000,0.09408769991835167,,-581000,,1.022717448729648
2020-12-31,2021-03-30,2665000,23649000,0.51,,22850000,7487000,2627000,0.11268975432365005,,4860000,,0.9662142162459301
2021-12-31,2022-03-31,7570000,31750000,1.45,,21575000,9126000,5367000,0.2384251968503937,,3759000,,0.6795275590551181
2022-12-31,2023-04-17,800000,33055000,0.15,,21258000,-6334000,2749000,0.02420208743004084,,-9083000,,0.6431099682347603
2023-12-31,2024-05-23,795000,34161000,0.15,,27187000,7732000,5010000,0.023272152454553437,,2722000,,0.7958490676502444
2024-12-31,2025-05-27,7675000,41739000,1.45,,26252000,5158000,6203000,0.1838807829607801,,-1045000,,0.6289561321545797
2025-12-31,2026-04-14,12506000,54304000,2.36,,33425000,14301000,9338000,0.230296110783736,,4963000,,0.6155163523865645
