fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2020-12-31,2022-03-29,-1000,24000,,,-0.041666666666666664,
2021-12-31,2022-03-29,-595442,-7708686,-1.57,,0.07724299575829136,
2021-03-31,2023-03-28,-1519682,-2840609,,,0.5349845754906782,
2021-06-30,2023-03-28,-1074911,-3814950,,,0.28176280160945755,
2021-09-30,2023-03-28,-1298122,-4995501,,,0.25985822042674,
2022-03-31,2023-03-28,-3504002,-9915302,,,0.35339337117517955,
2022-06-30,2023-03-28,-3356956,-13083601,,,0.2565773749902645,
2022-09-30,2023-03-28,-13176497,6273167,,,-2.1004537261641527,
2022-12-31,2023-03-28,-28260571,27819,-1.75,,-1015.8730004673065,
2023-12-31,2024-04-10,-50686601,-41786850,-1.24,,1.2129797053379232,
2024-12-31,2025-04-15,-134906649,-20397413,-36.73,,6.613909763948987,
2025-12-31,2026-04-15,-40828402,7019406,-10.45,,-5.81650384662178,
