fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-12,5340000,11886000,,,0.44926804644119134,
2011-12-31,2012-03-12,6968000,15853000,,,0.4395382577430139,
2012-12-31,2013-03-08,3598000,8688000,,,0.414134438305709,
2013-12-31,2014-03-07,-2005000,8068000,,,-0.2485126425384234,
2014-12-31,2015-03-30,-1843000,7222000,,,-0.25519246746053725,
2015-12-31,2016-03-03,8869000,17875000,,,0.49616783216783217,
2016-12-31,2017-03-13,-1710000,17488000,,,-0.09778133577310155,
2017-12-31,2018-03-14,-942000,30129000,,,-0.031265558100169275,
2018-12-31,2019-03-01,3598000,27090000,,,0.13281653746770025,
2019-12-31,2020-03-02,-3289000,24131000,,,-0.13629770834196678,
2020-12-31,2021-03-05,-939000,23502000,,,-0.03995404646413071,
2021-12-31,2022-03-30,-2367000,23183000,,,-0.102100677220377,
2022-12-31,2023-03-16,-3928000,21646000,,,-0.18146539776402107,
2023-12-31,2024-03-22,-3754000,25950000,,,-0.14466281310211945,
2024-12-31,2025-03-12,-5368000,22520000,-0.07,,-0.23836589698046182,
2025-12-31,2026-03-05,-3833000,24670000,-0.04,,-0.15537089582488853,
