fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-09-30,2012-11-27,-151869000,701655000,-1.15,,-0.21644397887850866,
2011-09-30,2012-11-27,42059000,888177000,0.09,,0.04735429987491232,
2012-09-30,2012-11-27,89556000,1177597000,0.15,,0.07604978613226766,
2013-09-30,2013-11-27,-45800000,724700000,-0.67,,-0.06319856492341659,
2014-09-30,2014-11-21,-10300000,1441600000,-0.51,,-0.007144839067702553,
2015-09-30,2015-11-20,-556800000,586700000,-2.81,,-0.949036986534856,
2016-09-30,2016-11-23,-198800000,638100000,-0.99,,-0.3115499138066134,
2017-09-30,2017-11-20,106000000,758000000,0.53,,0.13984168865435356,
2018-09-30,2018-11-23,768300000,1581300000,20.74,,0.48586605957123885,
2019-09-30,2019-11-15,471900000,1698300000,9.31,,0.27786610139551315,
2020-09-30,2020-11-18,97800000,1407500000,2.18,,0.06948490230905861,
2021-09-30,2021-11-23,189600000,1471900000,4.39,,0.12881309871594537,
2022-09-30,2022-11-22,71600000,1263200000,1.75,,0.05668144395186827,
2023-09-30,2023-11-21,1801500000,2517600000,45.65,,0.715562440419447,
2024-09-30,2024-11-15,124800000,2140900000,4.1,,0.058293241160259704,
2025-09-30,2025-11-18,99900000,1909700000,3.86,,0.052311881447347754,
