fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2014-12-31,2017-02-27,158637000,2952407000,,,0.053731413047049405,
2015-12-31,2017-02-27,123968000,3359760000,,,0.03689787365764221,
2016-12-31,2017-02-27,141295000,3199405000,,,0.04416289903904007,
2017-12-31,2018-02-27,147610000,3104950000,,,0.04754021803893783,
2018-12-31,2019-03-01,286872000,3023112000,,,0.09489294475361812,
2019-12-31,2020-03-02,-88234000,2736519000,-0.37,,-0.03224315270604736,
2020-12-31,2021-02-25,-139453000,2495837000,-0.59,,-0.05587424178742442,
2021-12-31,2022-02-24,174515000,2662390000,0.73,,0.06554824800273439,
2022-12-31,2023-03-01,-15774000,2638611000,-0.07,,-0.005978145319639765,
2023-12-31,2024-02-26,-293572000,2336891000,-1.23,,-0.12562502915198012,
2024-12-31,2025-02-25,-370255000,1958843000,-1.55,,-0.18901719024955038,
2025-12-31,2026-02-24,-285886000,1665568000,-1.19,,-0.17164474821802533,
