fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2020-12-31,2022-03-30,-10400,14600,-0.14,,-0.7123287671232876,
2021-12-31,2022-03-30,-32498553,-64209952,0.2,,0.5061295326930006,
2022-12-31,2023-04-04,-2146318000,-409346000,-6.3,,5.243285631226395,
2023-12-31,2024-03-13,-246487000,-596941000,-0.65,,0.4129168544294997,
2024-12-31,2025-02-27,-1315005000,-820180000,-4.39,,1.6033126874588506,
2025-12-31,2026-03-02,-288616000,-962740000,-0.88,,0.2997860273801857,
