fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2013-03-21,-15635000,255879000,,,-0.06110309951187866,
2011-12-31,2013-03-21,16657000,285502000,,,0.0583428487366113,
2012-12-31,2013-03-21,-150097000,643581000,,,-0.23322161468408795,
2013-12-31,2014-03-24,-343985000,339999000,,,-1.011723563892835,
2014-12-31,2015-03-16,116929000,465862000,,,0.2509949298290052,
2015-12-31,2016-03-30,-1797195000,-1326066000,,,1.355283221197135,
2016-12-31,2017-03-30,9930000,561814000,0.39,,0.017674888842214683,
2017-12-31,2018-03-14,-85077000,485587000,-3.39,,-0.17520444328204832,
2018-12-31,2019-03-14,49784000,541677000,1.91,,0.09190716977091513,
2019-12-31,2020-03-05,-35197000,434207000,-1.2,,-0.0810604158845896,
2021-12-31,2023-03-09,-32070000,-64841000,-0.84,,0.4945944695485881,
2022-12-31,2023-03-09,57875000,-4565000,1.44,,-12.677984665936473,
2023-12-31,2024-03-07,392750000,391036000,9.63,,1.0043832281426774,
2024-12-31,2025-03-05,12946000,408912000,0.31,,0.031659623586492935,
2025-12-31,2026-03-09,43968000,458723000,1.03,,0.09584869300209495,
