fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2015-09-30,2017-11-17,196000000,617000000,1.15,,,330000000,45000000,0.31766612641815234,,285000000,,
2016-09-30,2017-11-17,273000000,-330000000,1.6,,,311000000,66000000,-0.8272727272727273,,245000000,,
2017-09-30,2017-11-17,304000000,-117000000,1.49,,,-130000000,68000000,-2.5982905982905984,,-198000000,,
2018-09-30,2018-11-21,166000000,-358000000,0.84,,,320000000,93000000,-0.46368715083798884,,227000000,,
2019-09-30,2019-11-22,208000000,-258000000,1.1,,,325000000,108000000,-0.8062015503875969,,217000000,,
2020-09-30,2020-11-24,317000000,-76000000,1.69,,,372000000,151000000,-4.171052631578948,,221000000,,
2021-09-30,2021-11-19,420000000,135000000,2.29,,,404000000,144000000,3.111111111111111,,260000000,,
2022-09-30,2023-11-20,424300000,306600000,2.35,,,284200000,132000000,1.3838878016960208,,152200000,,
2023-09-30,2023-11-20,1419700000,203200000,8.73,,,-40800000,180500000,6.986712598425197,,-221300000,,
2024-09-30,2024-11-22,211500000,185600000,1.61,,,265100000,224400000,1.1395474137931034,,40700000,,
2025-09-30,2025-11-21,210700000,338500000,1.64,,,297200000,259200000,0.6224519940915805,,38000000,,
