fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
1998-05-31,2014-03-12,-607831,43555,,,-13.95548157502009,
1999-05-31,2014-03-12,-75739,192098,,,-0.39427271496840155,
2000-05-31,2014-03-12,115174,499959,,,0.23036689008498698,
2001-05-31,2014-03-12,-124066,459175,,,-0.27019328142864923,
2002-05-31,2014-03-12,-83882,376783,,,-0.2226268170273075,
2003-05-31,2014-03-12,-51193,366474,,,-0.13969067382679262,
2004-05-31,2014-03-12,-126247,242744,,,-0.5200828856737962,
2005-05-31,2014-03-12,-159000,104411,,,-1.5228280545153288,
2006-05-31,2014-03-12,-108900,183908,,,-0.5921438980359746,
2007-05-31,2014-03-12,-12242684,26629671,,,-0.4597384624090925,
2008-05-31,2014-03-12,-11801240,18163493,,,-0.6497230461123309,
2009-05-31,2014-03-12,-17398008,36804384,,,-0.4727156417018146,
2010-05-31,2014-03-12,-35684971,48914829,,,-0.729532776246647,
2011-05-31,2014-03-12,-48459785,117630422,,,-0.4119664299087527,
2011-12-31,2014-03-12,-43309957,78184470,,,-0.5539457772112544,
2012-12-31,2014-03-12,-56643462,60540075,,,-0.9356358081816053,
2013-12-31,2014-03-12,-238035173,53171181,,,-4.476770470830806,
2014-12-31,2015-03-11,-7767096,53155530,,,-0.14612018730694623,
2015-12-31,2016-03-16,-4812824,47503357,,,-0.1013154501901834,
2016-12-31,2017-03-15,-7190628,62817708,,,-0.11446816875267082,
2017-12-31,2018-03-16,-6432057,57218193,,,-0.11241279500035942,
2018-12-31,2019-03-15,-4192038,65176161,,,-0.06431857807642276,
2019-12-31,2020-03-10,-3826407,62230976,,,-0.06148717641838045,
2020-12-31,2021-03-10,-4518718,68101337,-0.02,,-0.06635285295500146,
2021-12-31,2022-03-09,-5980288,62725059,-0.03,,-0.09534128935614074,
2022-12-31,2023-03-08,-3041693,60094205,-0.02,,-0.050615412917102406,
2023-12-31,2024-03-08,-3397969,57140054,-0.02,,-0.05946737467206454,
2024-12-31,2025-03-12,-3599372,56342292,-0.02,,-0.06388401806586072,
2025-12-31,2026-03-11,-4638333,56397771,-0.02,,-0.0822431971646539,
