fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2008-12-31,2011-02-28,-119809000,414455000,,,-0.2890760154902221,
2009-12-31,2011-02-28,323983000,2126562000,0.45,,0.15235060158133173,
2010-12-31,2011-02-28,532851000,3683006000,0.3,,0.14467828724688475,
2011-12-31,2013-03-08,137329000,3047619000,0.13,,0.04506107882907936,
2012-12-31,2013-12-31,327767000,3542479000,0.32,1027597458.0,0.09252475455747232,3.4473411474709974
2013-12-31,2014-06-04,362686000,3331510000,0.35,1027626237.0,0.10886534934609231,3.2419471983567116
2014-12-31,2015-03-02,589205000,3607690000,0.57,,0.16331918762421382,
2015-12-31,2016-02-25,250349000,2946188000,1.25,,0.08497387132117842,
2016-12-31,2017-02-21,551943000,3123533000,2.92,,0.17670471226012338,
2017-12-31,2018-02-20,524668000,3634977000,2.61,,0.14433873997001906,
2018-12-31,2019-02-21,411637000,3703829000,1.96,,0.11113823019367255,
2019-12-31,2020-02-24,413551000,3953293000,1.81,,0.10460924601338681,
2020-12-31,2021-02-18,88854000,3779386000,0.07,,0.023510168053752646,
2021-12-31,2022-02-17,670114000,3736191000,2.44,,0.17935753284561737,
2022-12-31,2023-02-17,-513066000,2666803000,-2.51,,-0.1923899140656434,
2023-12-31,2024-02-29,126104000,2558919000,0.23,,0.049280184327835305,
2024-12-31,2025-02-19,176065000,2526189000,1.1,,0.0696958936959982,
2025-12-31,2026-02-18,230499000,2572694000,1.72,83402526.0,0.08959440959554459,30.846715601875175
