fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-03-15,5884000,426225000,0.16,,0.013804915244295854,
2010-12-31,2012-03-15,31282000,464919000,0.82,,0.06728483886440434,
2011-12-31,2012-03-15,55213000,531234000,1.42,,0.10393348317314027,
2012-12-31,2013-03-15,62455000,607946000,1.57,,0.10273116362308495,
2013-12-31,2014-03-03,49217000,665381000,1.22,,0.07396814757259375,
2014-12-31,2015-03-02,79957000,764339000,1.96,,0.10460934218978751,
2015-12-31,2016-02-29,66053000,844897000,1.61,,0.07817876025124956,
2016-12-31,2017-03-01,40582000,862825000,1.0,,0.047033871294874394,
2017-12-31,2018-03-01,172129000,1040373000,4.2,,0.16544931481305264,
2018-12-31,2019-02-25,139062000,1066928000,3.45,,0.13033869202045498,
2019-12-31,2020-02-26,141583000,1159493000,3.77,,0.12210767982212915,
2020-12-31,2021-02-24,114887000,1268037000,2.04,,0.09060224583352063,
2021-12-31,2022-02-24,241415000,1466749000,4.17,,0.16459189677306751,
2022-12-31,2023-02-23,391382000,1744491000,6.85,,0.22435312076703176,
2023-12-31,2024-02-23,347055000,1870879000,4.15,,0.1855037124260842,
2024-12-31,2025-02-24,304153000,2141549000,3.72,,0.14202476805340433,
2025-12-31,2026-02-25,263778000,2203229000,3.27,,0.11972336965426654,
