fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-12-31,2012-02-29,436358000,4592074000,2.97,,0.09502416555133911,
2012-12-31,2013-03-01,593397000,5168878000,4.03,,0.11480189704612877,
2013-12-31,2014-03-03,709731000,5647496000,5.07,,0.12567180215798293,
2014-12-31,2015-02-27,834355000,6130053000,6.02,,0.13610893739417915,
2015-12-31,2016-02-26,537738000,6204881000,4.09,,0.08666370878023286,
2016-12-31,2017-03-01,692738000,8253718000,5.33,,0.08393041778262839,
2017-12-31,2018-02-28,619278000,9196602000,4.07,,0.06733769711900113,
2018-12-31,2019-02-28,757971000,9439827000,1.73,,0.08029500964371487,
2019-12-31,2020-02-28,1636319000,11497371000,3.87,,0.14232114454687075,
2020-12-31,2021-02-26,1405521000,13105886000,3.32,,0.10724349349597578,
2021-12-31,2022-02-25,2156849000,13545896000,5.23,,0.15922527383939755,
2022-12-31,2023-02-24,1476933000,12910073000,3.8,,0.11440159943324875,
2023-12-31,2024-02-23,4443000000,18353000000,11.62,,0.24208576254563285,
2024-12-31,2025-02-27,4312000000,20820000000,11.19,,0.20710854947166185,
2025-12-31,2026-02-26,4399000000,24206000000,11.6,,0.1817318020325539,
