fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2018-12-31,2020-03-30,5677951,85853032,,,763765331,8460341,1328520,0.06613570735626437,,7131821,,8.896195197858592
2019-12-31,2020-03-30,-14084486,187787446,-1.27,,798254625,10097020,960004,-0.07500227677626543,,9137016,,4.250841267631916
2020-12-31,2021-03-31,10017651,192712708,0.82,,891479949,16574558,1880372,0.051982306221341666,,14694186,,4.62595310009343
2021-12-31,2022-03-30,11144900,180481335,0.96,,1087158406,-9646061,579452,0.06175098383442255,,-10225513,,6.0236611503344655
2022-12-31,2023-03-31,12965439,132978303,1.17,,1195641838,18160168,385099,0.09750040952169468,,17775069,,8.991255047073356
2023-12-31,2024-03-29,9486836,134859576,0.91,,1326164225,12114197,619209,0.07034603163812408,,11494988,,9.833667466075973
2024-12-31,2025-03-27,9377348,132871760,0.92,,1372003100,14752462,460380,0.07057442454288256,,14292082,,10.32576899711421
2025-12-31,2026-03-23,11576767,145781100,1.17,,1380009440,15969408,1361889,0.07941198824813367,,14607519,,9.466312436934555
