fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2008-12-31,2010-02-25,-1282000000,4169000000,-3.05,,-0.3075077956344447,
2009-12-31,2010-02-25,663000000,6023000000,1.55,,0.11007803420222481,
2010-12-31,2011-02-25,644000000,6834000000,1.48,,0.09423470880889669,
2011-12-31,2012-02-27,1341000000,6620000000,3.07,,0.2025679758308157,
2012-12-31,2013-02-26,794000000,6304000000,1.8,,0.1259517766497462,
2013-12-31,2014-02-27,1395000000,8105000000,3.11,,0.17211597779148674,
2014-12-31,2015-02-26,555000000,5115000000,1.29,,0.10850439882697947,
2015-12-31,2016-02-25,938000000,3884000000,2.23,,0.24150360453141093,
2016-12-31,2017-02-22,904000000,4341000000,2.18,,0.2082469477079014,
2017-12-31,2018-02-22,2144000000,6522000000,5.13,,0.3287335173259736,
2018-12-31,2019-02-20,2012000000,7362000000,4.85,,0.27329530019016574,
2019-12-31,2020-02-19,1225000000,7713000000,3.07,,0.15882276675742255,
2020-12-31,2021-02-19,482000000,7854000000,1.22,393117117.0,0.06137000254647314,19.978778995776977
2021-12-31,2022-02-18,1752000000,9082000000,4.47,376364434.0,0.19290905086985247,24.130866733279053
2022-12-31,2023-02-17,1504000000,8497000000,4.1,350084361.0,0.17700364834647522,24.27129271278702
2023-12-31,2024-02-16,288000000,8355000000,0.82,,0.03447037701974865,
2024-12-31,2026-02-27,557000000,8173000000,1.57,,0.06815122965863209,
2025-12-31,2026-02-27,-3516000000,14827000000,-6.95,,-0.23713495649828017,
