fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-08-31,2012-11-01,6466000,361573000,0.24,,0.017882972456461074,
2012-08-31,2012-11-01,58708000,431777000,1.91,,0.13596833550652304,
2013-08-31,2013-10-31,-11048000,428202000,-0.41,,-0.02580090704854251,
2014-08-31,2014-10-30,111919000,511390000,3.44,,0.2188525391579812,
2015-08-31,2015-10-30,192832000,732838000,5.93,,0.2631304599379399,
2016-08-31,2016-10-25,183213000,874311000,5.73,,0.20955129238909267,
2017-08-31,2017-10-27,116067000,1018130000,3.65,,0.11400017679471187,
2018-08-31,2018-10-26,151781000,1250101000,4.68,,0.12141498966883475,
2019-08-31,2019-10-29,71076000,1276730000,2.14,,0.0556703453353489,
2020-08-31,2020-10-28,48967000,1293043000,1.46,,0.03786958361013516,
2021-08-31,2021-10-26,32477000,1307748000,0.96,,0.024834295292365197,
2022-08-31,2022-10-31,46900000,1276900000,1.4,,0.03672957945023103,
2023-08-31,2023-10-25,62500000,1254600000,1.89,,0.04981667463733461,
2024-08-31,2024-10-24,160100000,1376100000,4.96,,0.11634328900515951,
2025-08-31,2025-10-28,204100000,1532500000,6.35,,0.1331810766721044,
