fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2011-02-11,36990000,854948000,0.53,,0.04326578926437631,
2010-12-31,2011-02-11,19708000,1086351000,0.07,,0.018141466248017445,
2011-12-31,2012-02-08,66015000,1293717000,0.87,,0.0510273885246928,
2012-12-31,2013-02-12,270914000,2189630000,3.56,,0.12372592629805036,
2013-12-31,2014-02-14,43880000,2461312000,0.36,,0.017827890165895262,
2014-12-31,2015-02-10,180219000,2666210000,1.95,,0.06759370042119713,
2015-12-31,2016-02-12,234081000,3170966000,2.42,,0.0738200914169373,
2016-12-31,2017-02-15,293788000,3542995000,2.97,,0.08292080570252004,
2017-12-31,2018-02-13,164612000,3700793000,1.51,,0.044480196541660126,
2018-12-31,2019-02-15,258415000,3929907000,2.55,,0.06575600898443652,
2019-12-31,2020-02-13,195443000,4293510000,1.86,,0.04552056475936937,
2020-12-31,2021-02-12,78642000,5029943000,1.63,,0.015634769618661684,
