fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2012-12-31,2015-02-20,378600000,1525155000,4.33,,0.248237064429517,
2013-12-31,2015-02-20,370700000,1188600000,4.27,,0.311879522126872,
2014-12-31,2015-02-20,173900000,988100000,2.0,,0.17599433255743346,
2015-12-31,2016-02-19,169600000,984100000,1.95,,0.17234020932832028,
2016-12-31,2017-02-21,24700000,858100000,0.28,,0.028784523948257777,
2017-12-31,2018-02-26,234400000,918800000,,,0.25511536787113626,
2018-12-31,2019-02-21,289000000,1246000000,,,0.2319422150882825,
2019-12-31,2020-02-20,380000000,1393000000,3.78,,0.2727925340990668,
2020-12-31,2021-02-23,-256000000,1019000000,-2.54,,-0.2512266928361138,
2021-12-31,2022-02-23,25000000,553000000,0.25,,0.045207956600361664,
2022-12-31,2023-02-22,463000000,531000000,4.6,,0.871939736346516,
2023-12-31,2024-02-21,769000000,847000000,7.65,,0.9079102715466352,
2024-12-31,2025-02-19,7000000,703000000,0.06,,0.00995732574679943,
2025-12-31,2026-02-18,27000000,730000000,0.27,,0.036986301369863014,
