fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-12-31,2014-02-24,6219,7536353,,,0.0008252001996190996,
2012-12-31,2014-02-24,600373,8136726,,,0.0737855741977793,
2013-12-31,2014-02-24,-1224683,48511992,,,-0.025244953866252286,
2014-12-31,2015-02-24,-125133,59969328,,,-0.0020866166784460215,
2015-12-31,2016-02-23,568545,78006719,,,0.007288410630371468,
2016-12-31,2017-02-21,448102,76690333,,,0.0058430050108140745,
2017-12-31,2018-02-20,-31000,109917000,,,-0.0002820309870174768,
2018-12-31,2019-02-26,2629000,176246000,,,0.014916650590651703,
2019-12-31,2020-02-19,1741000,276621000,,,0.006293809942122977,
2020-12-31,2021-02-24,4926000,383790000,-0.2,,0.012835144219495036,
2021-12-31,2022-02-22,3495000,586815000,-0.29,,0.005955880473403031,
2022-12-31,2023-02-21,4708000,731362000,-0.43,,0.006437304645305608,
2023-12-31,2024-02-20,14565000,719613000,-0.28,,0.0202400456912257,
2024-12-31,2025-02-19,13290000,687182000,-0.29,,0.0193398546527703,
2025-12-31,2026-02-24,13529000,670286000,-0.29,,0.020183921490229545,
