fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2011-04-03,2012-06-20,4306000,31395000,0.45,,0.13715559802516325,
2012-04-01,2012-06-20,5039000,34716000,0.52,,0.14514921073856435,
2013-03-31,2013-06-19,5111000,32812000,0.52,,0.15576618310374254,
2014-03-30,2014-06-18,5771000,35917000,0.59,,0.16067600300693266,
2015-03-29,2015-06-12,5718000,39572000,0.57,,0.14449610835944607,
2016-04-03,2016-06-09,6829000,40019000,0.68,,0.17064394412653988,
2017-04-02,2017-06-14,5572000,38923000,0.55,,0.1431544331115279,
2018-04-01,2018-06-13,3021000,39318000,0.3,,0.07683503738745613,
2019-03-31,2019-06-13,5019000,41388000,0.5,,0.1212670339228762,
2020-03-29,2020-06-10,6561000,42436000,0.65,,0.15460929399566406,
2021-03-28,2021-06-09,6081000,41865000,0.6,,0.1452525976352562,
2022-04-03,2022-06-08,9918000,45801000,0.98,,0.21654549027313813,
2023-04-02,2023-06-26,5650000,49214000,0.56,,0.1148047303612793,
2024-03-31,2024-06-28,4894000,51601000,0.48,,0.09484312319528691,
2025-03-30,2025-06-25,-9356000,39619000,-0.9,,-0.23614932229485852,
2026-03-29,2026-06-24,1843000,38813000,0.17,,0.04748409038208848,
