fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-02-27,-139300000,311600000,-6.97,,-0.4470474967907574,
2010-12-31,2012-02-27,155400000,476400000,7.51,,0.3261964735516373,
2011-12-31,2012-02-27,44200000,494100000,2.06,,0.0894555757943736,
2012-12-31,2013-02-27,41000000,547100000,1.9,,0.07494059586912813,
2013-12-31,2014-02-25,27400000,597500000,1.17,,0.045857740585774055,
2014-12-31,2015-02-25,22000000,637400000,0.85,,0.03451521807342328,
2015-12-31,2016-02-26,-20900000,459800000,-0.93,,-0.045454545454545456,
2016-12-31,2017-02-22,-40100000,358500000,-1.86,,-0.11185495118549511,
2017-12-31,2018-02-26,539800000,902800000,24.76,,0.5979175897208684,
2018-12-31,2019-02-25,24600000,862700000,1.16,,0.028515126927089372,
2019-12-31,2020-03-11,38300000,886900000,1.85,,0.04318412447852069,
2020-12-31,2021-03-01,184400000,1078500000,8.98,,0.17097821047751507,
2021-12-31,2022-03-01,177200000,1266600000,8.53,,0.13990210011053214,
2022-12-31,2023-03-01,205100000,1395100000,9.83,,0.14701455092824886,
2023-12-31,2024-02-27,22200000,1409700000,1.05,,0.015748031496062992,
2024-12-31,2025-02-21,72900000,1428600000,3.45,,0.05102897942041159,
2025-12-31,2026-02-19,40500000,1543900000,1.91,,0.026232268929334803,
