fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2011-02-24,229000000,2602000000,0.91,,0.08800922367409685,
2010-12-31,2011-02-24,340000000,2793000000,1.28,,0.12173290368779091,
2011-12-31,2012-02-23,415000000,3028000000,1.58,,0.13705416116248348,
2012-12-31,2013-02-21,382000000,3194000000,1.42,,0.11959924859110833,
2013-12-31,2015-02-05,452000000,3454000000,1.66,,0.13086276780544295,
2014-12-31,2015-02-05,477000000,3670000000,1.74,,0.12997275204359673,
2015-12-31,2016-02-11,523000000,3938000000,1.89,,0.13280853224987305,
2016-12-31,2017-02-07,551000000,4253000000,1.98,,0.1295556078062544,
2017-12-31,2018-02-14,460000000,4441000000,1.64,,0.1035802747129025,
2018-12-31,2019-02-05,657000000,4755000000,2.32,,0.1381703470031546,
2019-12-31,2020-02-06,680000000,5018000000,2.39,,0.13551215623754484,
2020-12-31,2021-02-11,755000000,5496000000,2.64,,0.137372634643377,
2021-12-31,2022-02-10,1353000000,6631000000,4.66,,0.2040416226813452,
2022-12-31,2023-02-09,837000000,7015000000,2.85,,0.11931575196008554,
2023-12-31,2024-02-08,887000000,7544000000,3.01,,0.11757688229056204,
2024-12-31,2025-02-11,1003000000,8230000000,3.33,,0.1218712029161604,
2025-12-31,2026-02-10,1071000000,9144000000,3.53,,0.1171259842519685,
