fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-30,-28633000,194335000,-0.56,,-0.14733835901921938,
2011-12-31,2012-03-30,2889000,205535000,0.06,,0.014056000194614057,
2012-12-31,2013-03-27,-66865000,143800000,-1.34,,-0.46498609179415856,
2013-12-31,2014-03-31,-61981000,77949000,-1.28,,-0.7951481096614453,
2014-12-31,2015-02-17,-62670000,18898000,-0.28,,-3.3162239390411683,
2015-12-31,2016-03-14,-74022000,-71824000,-0.5,,1.030602584094453,
2016-12-31,2017-03-10,-423000,-71126000,-0.01,,0.005947192306610803,
2017-12-31,2018-03-16,111887000,42655000,2.25,,2.623068807877154,
2018-12-31,2019-03-18,141001000,178700000,2.94,,0.7890374930050363,
2019-12-31,2020-04-29,925000,183075000,,,0.005052574081660522,
2020-12-31,2021-03-31,-8113000,186898000,-0.18,,-0.043408704212993185,
2021-03-31,2022-03-15,7000,241700000,0.0,,2.8961522548613984e-05,
2021-06-30,2022-03-15,17866000,281803000,0.33,,0.06339889923102308,
2021-09-30,2022-03-15,13876000,296960000,0.25,,0.046726831896551725,
2021-12-31,2022-03-15,38352000,254120000,0.71,,0.15092082480717772,
2022-03-31,2023-06-30,16493000,327312000,0.3,,0.05038923107004937,
2022-06-30,2023-06-30,33066000,318651000,0.6,,0.10376869992562396,
2022-09-30,2023-06-30,36473000,318021000,0.68,,0.1146873948575723,
2022-12-31,2023-06-30,37329000,333772000,0.72,,0.11183981879846122,
2023-12-31,2024-06-07,2050000,274065000,0.04,,0.007479977377629394,
2024-12-31,2025-03-27,-105394000,170945000,-2.22,,-0.6165374828161104,
2025-12-31,2026-03-20,-146869000,24603000,-32.94,,-5.969556558143315,
