fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-27,411808,15566923,0.08,,0.02645403976110115,
2011-12-31,2012-03-27,857755,16433680,0.18,,0.052194943554943266,
2012-12-31,2013-03-29,1202849,17341494,0.25,,0.06936247822707778,
2013-12-31,2014-03-27,1423492,18859258,0.29,,0.0754797458097238,
2014-12-31,2015-03-26,2161340,21190252,0.44,,0.10199689932899335,
2015-12-31,2016-03-10,1901832,27167033,0.37,,0.07000514189385348,
2016-12-31,2017-03-23,2628975,34632164,0.43,,0.07591136955807902,
2017-12-31,2018-03-22,2993779,44741009,0.46,,0.06691353339840861,
2018-12-31,2019-03-21,2858580,47560268,,,0.060104371152828656,
2019-12-31,2020-03-11,2510901,49045106,,,0.05119575029565641,
2020-12-31,2021-03-15,3394996,58821927,,,0.05771650425529242,
2021-12-31,2022-03-29,2445463,64961994,,,0.0376445187319835,
2022-12-31,2023-03-28,-646492,70361934,,,-0.00918809309590609,
2023-12-31,2024-03-26,-1198593,70635205,,,-0.01696877640547656,
2024-12-31,2025-03-25,-117894,69233730,,,-0.001702840508520919,
2025-12-31,2026-03-24,-917685,66188175,,,-0.013864787781201099,
