fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2016-12-31,2018-04-02,3050627,28485615,0.0,,0.10709359794408511,
2017-12-31,2018-04-02,4860848,54566281,0.38,,0.08908153370393705,
2018-12-31,2019-03-29,7771785,52802815,0.5,,0.14718505064550064,
2019-12-31,2020-03-30,6196011,82560818,0.32,,0.07504783927891799,
2020-12-31,2021-03-31,8993865,80919540,0.41,,0.11114577517370959,
2021-12-31,2022-03-31,13318696,180082561,0.44,,0.07395883269341111,
2022-12-31,2023-03-31,20908651,217707354,0.46,,0.09604016867523915,
2023-12-31,2024-04-01,15899153,230074693,0.27,,0.06910431039888425,
2024-12-31,2025-03-31,-39571000,181651000,-0.93,,-0.21784080461984795,
2025-12-31,2026-03-13,6308000,174937000,0.04,,0.03605869541606407,
