fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-02-28,647000000,9467000000,,,0.06834266399070456,
2010-12-31,2012-02-28,948000000,9647000000,3.13,,0.0982688918834871,
2011-12-31,2012-02-28,573000000,20827000000,1.07,,0.027512363758582608,
2012-12-31,2013-03-01,777000000,19289000000,1.25,,0.040282026025195705,
2013-12-31,2014-02-27,-239000000,17191000000,-0.4,,-0.013902623465766971,
2014-12-31,2015-02-24,772000000,15023000000,1.36,,0.051387871929707785,
2015-12-31,2016-02-25,878000000,14060000000,1.58,,0.06244665718349929,
2016-12-31,2017-02-23,626000000,13399000000,1.16,,0.046719904470482874,
2017-12-31,2018-03-01,1389000000,23491000000,2.21,,0.059129028138436,
2018-12-31,2019-03-11,-1733000000,19828000000,-1.63,,-0.08740165422634658,
2019-12-31,2020-02-28,-5269000000,13470000000,-4.92,,-0.39116555308092055,
2020-12-31,2021-02-25,-1232000000,11162000000,-1.14,,-0.1103744848593442,
2021-12-31,2022-02-24,2033000000,11840000000,1.91,,0.17170608108108107,
2022-12-31,2023-02-23,-1548000000,10437000000,-1.54,,-0.14831848232250647,
2023-12-31,2024-02-22,-10298000000,417000000,-10.48,,-24.695443645083934,
2024-12-31,2025-02-20,-55000000,464000000,-0.06,,-0.11853448275862069,
2025-12-31,2026-02-20,-1739000000,-1117000000,-1.75,,1.5568487018800359,
