fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2015-12-31,2018-02-09,-50187000,3148219000,-0.49,,-0.01594139416603483,
2016-12-31,2018-02-09,917303000,8473092000,6.0,,0.10826071521470557,
2017-12-31,2018-02-09,2033667000,10486901000,11.1,,0.19392449685564878,
2018-12-31,2019-02-08,69953000,10598618000,0.38,,0.0066002001393011805,
2019-12-31,2020-02-03,117216000,10667946000,0.64,,0.01098768216487035,
2020-12-31,2021-02-26,397619000,13502659000,2.17,,0.02944745920044341,
2021-12-31,2022-02-25,732000000,10127000000,3.93,,0.07228201836674238,
2022-12-31,2023-02-17,1257000000,8483000000,7.96,,0.14817871036190028,
2023-12-31,2024-02-16,688000000,9003000000,4.68,,0.07641897145395979,
2024-12-31,2025-02-27,869000000,9793000000,6.08,,0.08873685285407945,
2025-12-31,2026-02-05,-2676000000,5698000000,,,-0.4696384696384696,
