fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-13,69866000,750174000,0.98,,0.09313305979679382,
2011-12-31,2012-03-13,28524000,768642000,0.39,,0.037109603690664836,
2012-12-31,2013-03-11,50261000,1015239000,0.64,,0.04950656938907981,
2013-12-31,2014-03-04,102735000,1123843000,1.18,,0.09141401423508444,
2014-12-31,2015-03-13,101391000,1240694000,1.04,,0.08172119797468191,
2015-12-31,2016-03-01,124476000,1347821000,1.31,,0.09235350985034363,
2016-12-31,2017-03-06,48980000,1360797000,0.19,,0.03599361256675316,
2017-12-31,2018-03-01,-169896000,1232174000,-2.32,,-0.13788312364974428,
2018-12-31,2019-03-15,-544624000,554275000,-6.87,,-0.9825880654909567,
2019-12-31,2020-03-18,-131903000,507718000,,,-0.25979579215233656,
2020-12-31,2022-03-14,41762000,527816000,0.93,,0.07912226988192855,
2021-12-31,2022-03-14,26645000,384257000,1.35,,0.06934161251454105,
2022-12-31,2023-03-15,-60041000,284579000,0.63,,-0.2109818363266439,
2023-12-31,2024-03-12,-38569000,249160000,-0.38,,-0.1547961149462193,
2024-12-31,2025-03-10,-200969000,45193000,-2.01,,-4.446905494213706,
