fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2012-12-31,2013-02-22,905229000,8874077000,1.85,,0.10200824266005355,
2013-12-31,2014-02-21,948234000,9565950000,1.91,,0.09912596239787998,
2014-12-31,2015-02-20,1021306000,10214482000,2.03,,0.09998607858920305,
2015-12-31,2016-02-19,984485000,10600920000,1.94,,0.09286788316485739,
2016-12-31,2017-02-24,1123379000,11020849000,2.21,,0.10193216511722464,
2017-12-31,2018-02-23,1148000000,11455000000,2.25,,0.10021824530772588,
2018-12-31,2019-02-22,1261000000,12222000000,2.47,,0.10317460317460317,
2019-12-31,2020-02-21,1372000000,13239000000,2.64,,0.10363320492484326,
2020-12-31,2021-02-17,1473000000,14575000000,2.79,,0.10106346483704974,
2021-12-31,2022-02-23,1597000000,15612000000,2.96,,0.1022931078657443,
2022-12-31,2023-02-23,1736000000,16675000000,3.17,,0.1041079460269865,
2023-12-31,2024-02-21,1771000000,17616000000,3.21,,0.10053360581289737,
2024-12-31,2025-02-27,1936000000,19522000000,3.44,,0.09917016699108698,
2025-12-31,2026-02-25,2018000000,23609000000,3.42,,0.0854758778431954,
