fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-27,-1758000,-1446000,,,1.2157676348547717,
2011-12-31,2012-03-27,2386000,1601000,,,1.490318550905684,
2012-12-31,2013-03-21,-2086000,-313000,-0.4,,6.664536741214057,
2013-12-31,2014-03-06,3654,3392,0.69,,1.0772405660377358,
2014-12-31,2015-03-05,740000,4218000,0.14,,0.17543859649122806,
2015-12-31,2016-03-30,-2832000,1527000,-0.54,,-1.8546168958742633,
2016-12-31,2017-03-02,-359000,4150000,-0.06,,-0.08650602409638554,
2017-12-31,2018-03-29,582000,4964000,0.06,,0.11724415793714746,
2019-12-31,2021-03-31,323000,3833000,0.03,,0.08426819723454214,
2020-12-31,2021-03-31,1946000,5916000,0.2,,0.32893847194050035,
2021-12-31,2022-03-31,-5261000,90988000,-0.5,,-0.05782081153558711,
2022-12-31,2023-03-31,-98715000,41866000,-174.41,,-2.3578799025462187,
2023-12-31,2024-04-01,-29201000,26514000,-27.79,,-1.1013426868824017,
2024-12-31,2025-03-31,-63334000,-12479000,-12.15,,5.075246413975479,
2025-12-31,2026-03-30,-53411000,53550000,-2.38,,-0.9974042950513539,
