fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2012-03-05,-1993000,85027000,,,-0.023439613299304926,
2010-12-31,2012-03-05,3052000,83895000,,,0.03637880684188569,
2011-12-31,2012-03-05,7673000,84710000,,,0.09057962460158187,
2012-12-31,2013-03-06,34961000,102060000,,,0.34255339996080736,
2013-12-31,2014-03-05,6015000,104728000,,,0.057434496982659844,
2014-12-31,2015-03-05,8661000,110986000,,,0.07803686951507398,
2015-12-31,2016-03-03,9118000,117703000,,,0.07746616483861923,
2016-12-31,2017-03-01,10457000,125770000,,,0.08314383398266677,
2017-12-31,2018-02-28,13203000,136585000,,,0.0966650803528938,
2018-12-31,2019-02-27,15325000,149562000,,,0.10246586699830171,
2019-12-31,2020-02-26,15998000,162195000,1.29,,0.09863435987545856,
2020-12-31,2021-03-03,10323000,167656000,0.83,,0.06157250560671852,
2021-12-31,2022-03-02,16568000,173088000,1.34,,0.09572009613606951,
2022-12-31,2023-03-01,20871000,158436000,1.69,,0.13173142467620996,
2023-12-31,2024-02-28,22593000,168849000,1.84,,0.1338059449567365,
2024-12-31,2025-03-05,16587000,146145000,1.35,,0.11349686954736735,
2025-12-31,2026-03-04,19478000,138630000,1.58,,0.1405034985212436,
