fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2016-12-31,2019-02-28,-1941000,16307000,,,,4189000,695000,-0.11902863800821734,,3494000,,
2017-12-31,2019-02-28,-20000000,68515000,,,7035000.0,-9568000,271000,-0.29190688170473617,,-9839000,,0.10267824563964095
2018-12-31,2019-02-28,-75657000,90094000,,,13465000.0,-37334000,560000,-0.8397562545785513,,-37894000,,0.1494550136524075
2019-12-31,2020-03-02,-105146000,180302000,,,22086000.0,-71017000,325000,-0.5831660214528956,,-71342000,,0.12249448148107064
2020-12-31,2021-03-18,-128484000,96355000,,,25650000.0,-105886000,1215000,-1.3334440350786156,,-107101000,,0.2662031031082974
2021-12-31,2022-03-21,-110820000,8413000,-4.96,,111333000.0,-84892000,752000,-13.17247117556163,,-85644000,,13.233448234874599
2022-12-31,2023-03-24,-109783000,-89361000,-4.81,,224980000.0,-87559000,254000,1.2285337003838364,,-87813000,,
2023-12-31,2024-03-14,-102244000,-65212000,-3.55,,243523000.0,-76376000,194000,1.5678709439980372,,-76570000,,
2024-12-31,2025-03-10,-126874000,-8803000,-2.96,,294514000.0,-96766000,295000,14.412586618198342,,-97061000,,
2025-12-31,2026-03-02,-153494000,-105474000,-3.19,,305929000.0,-162444000,289000,1.4552780780097465,,-162733000,,
