fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2015-06-30,2017-08-29,-23115000,5011000,,,-4.612851726202355,
2016-06-30,2017-08-29,-11408000,6194000,,,-1.8417823700355183,
2017-06-30,2017-08-29,-14630000,2891000,,,-5.060532687651332,
2018-06-30,2018-08-31,-8497000,3193000,,,-2.66113373003445,
2019-06-30,2019-09-04,-7336000,4852000,,,-1.5119538334707336,
2020-06-30,2020-09-16,-4001000,2641000,,,-1.5149564558879212,
2021-06-30,2021-09-08,-4390000,13663000,,,-0.32130571616775233,
2022-06-30,2022-09-06,-9929000,19038000,,,-0.5215358756171867,
2023-03-31,2023-10-06,-35076000,-11847000,,,2.9607495568498354,
2023-06-30,2023-10-06,-40308000,-10967000,,,3.6753898057809793,
2024-06-30,2024-09-23,-11898000,1000000,-0.31,,-11.898,
2025-06-30,2025-09-11,-17982000,28323000,-0.36,,-0.6348903717826502,
