fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2012-12-31,2014-03-31,5606000,61350000,1.95,,0.09137734311328444,
2013-12-31,2014-03-31,4593000,90908000,1.51,,0.0505236062832754,
2014-12-31,2015-03-13,4324000,96785000,0.96,,0.04467634447486697,
2015-12-31,2016-03-10,8929000,104330000,1.96,,0.0855842039681779,
2016-12-31,2017-03-14,12074000,153942000,2.3,,0.07843213677878681,
2017-12-31,2018-03-08,15226000,224127000,2.13,,0.06793469773833585,
2018-12-31,2019-03-14,21900000,288735000,2.3,,0.07584809600498728,
2019-12-31,2020-03-12,25239000,304913000,2.51,,0.08277443073926005,
2020-12-31,2021-03-15,29453000,330944000,2.99,,0.08899692999419842,
2021-12-31,2022-03-15,48114000,380338000,4.82,,0.12650326814570198,
2022-12-31,2023-03-14,35541000,364974000,3.7,,0.09737953936444788,
2023-12-31,2024-03-13,8417000,362795000,0.95,,0.0232004299949007,
2024-12-31,2025-03-12,25276000,384063000,2.88,,0.06581211936583321,
2025-12-31,2026-03-11,-35168000,359767000,-4.03,,-0.09775215625668836,
