fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-12-31,2011-02-25,13941000,816426000,0.05,,0.017075644332738057,
2010-12-31,2011-02-25,37172000,886866000,0.14,,0.04191388552498348,
2011-12-31,2012-02-27,126917000,1174318000,0.45,,0.10807719885073719,
2012-12-31,2013-02-26,99659000,1291431000,0.35,,0.07716943452650586,
2013-12-31,2014-02-26,126288000,1429908000,0.44,,0.08831896877281616,
2014-12-31,2015-03-02,-171339000,1276685000,-0.6,,-0.1342061667521746,
2015-12-31,2016-02-29,-268029000,1001642000,-0.94,,-0.2675896178474944,
2016-12-31,2017-03-01,-465565000,858987000,-1.45,,-0.5419930685796176,
2017-12-31,2018-02-27,-31708000,936335000,-0.08,,-0.03386394826637902,
2018-12-31,2019-02-27,102616000,1029750000,0.26,,0.09965137169215829,
2019-12-31,2020-02-27,38690000,1032610000,0.1,,0.037468163198109646,
2020-12-31,2021-02-25,-777967000,257034000,-2.12,,-3.0267085288327613,
2021-12-31,2022-02-23,42482000,302080000,0.12,,0.14063162076271185,
2022-12-31,2023-02-22,139029000,417566000,0.38,,0.332950958650848,
2023-12-31,2024-02-20,-6287000,396394000,-0.19,,-0.01586048224746086,
2024-12-31,2025-02-24,3216000,413568000,0.1,,0.007776230269266481,
2025-12-31,2026-03-04,-193119000,228744000,-5.45,,-0.8442582100514112,
