fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-03-06,-97504000,42838000,-2.45,,-2.276109995798123,
2011-12-31,2012-03-06,134017000,76117000,5.19,,1.7606710721652192,
2012-12-31,2013-02-25,24451000,19295000,1.26,,1.2672194869137081,
2013-12-31,2014-03-28,-17741000,1164000,-1.29,,-15.241408934707904,
2014-12-31,2015-03-06,7177000,7441000,0.51,,0.9645208977287999,
2015-12-31,2016-03-30,1713000,10959000,0.12,,0.15630988228853,
2016-12-31,2017-03-31,-6335000,5787000,-0.46,,-1.0946950060480387,
2017-12-31,2018-04-02,-40781000,-36033000,-2.93,,1.1317681014625482,
2018-12-31,2019-03-27,7856000,-21791000,0.56,,-0.3605158092790602,
2019-12-31,2020-03-30,26443000,906000,1.66,,29.18653421633554,
2020-12-31,2021-03-31,94120000,77284000,3.95,,1.2178458671911392,
2021-12-31,2022-03-15,177902000,287999000,7.56,,0.6177174226299397,
2022-12-31,2023-03-15,135597000,326411000,5.83,,0.4154179853007405,
2023-12-31,2024-03-04,102845000,394675000,4.24,,0.2605814911002724,
2024-12-31,2025-03-13,111296000,492906000,4.77,,0.22579558779970219,
2025-12-31,2026-03-12,122204000,608700000,5.96,,0.20076228026942664,
