fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2010-12-31,2012-03-29,-5006249,4007657,,,,3346984,,-1.2491710243666063,,,,
2011-12-31,2012-03-29,-8976371,-1010266,,,,-522236,,8.885155988620818,,,,
2018-12-31,2020-05-12,-5890832,11033815,,,,-2100167,,-0.5338889586240118,,,,
2019-12-31,2020-05-12,-4488107,12541350,-0.11,,,-5338383,,-0.35786474342873775,,,,
2020-12-31,2021-02-11,-7304569,25289114,-0.09,,,-5599335,,-0.28884242445188074,,,,
2021-12-31,2022-03-17,-7600649,32807995,-0.06,,,-5276257,,-0.23167063394151335,,,,
2022-12-31,2023-03-10,-13106539,21749316,-0.11,,,-5573991,,-0.6026184455639892,,,,
2023-12-31,2024-02-29,-10389653,16982186,-0.08,,,-2554075,,-0.6117971502608675,,,,
2024-12-31,2025-02-27,-5761801,13474772,-0.04,,,229554,,-0.4275991460189456,,,,
2025-12-31,2026-03-05,-5095518,10023016,,,,-1786301,,-0.5083817086593496,,,,
