fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2010-12-31,2012-02-29,90528000,653081000,1.05,,0.13861680250994898,
2011-12-31,2012-02-29,106001000,811155000,1.23,,0.13067909339152198,
2012-12-31,2013-02-28,107426000,857172000,1.31,,0.12532607224687695,
2013-12-31,2014-02-27,140950000,1016089000,1.66,,0.13871816346796392,
2014-03-31,2015-07-31,12097000,1027904000,0.14,,0.011768608741672374,
2014-06-30,2015-07-31,45821000,1084361000,0.53,,0.04225622278927405,
2014-09-30,2015-07-31,94807000,1125502000,1.1,,0.08423530122558645,
2014-12-31,2015-07-31,115923000,1143661000,1.35,,0.10136132997452917,
2015-12-31,2016-02-26,-79110000,939570000,-0.98,,-0.08419809061592005,
2016-12-31,2017-02-24,131263000,1096531000,1.61,,0.11970751396905331,
2017-12-31,2018-02-27,347213000,1430799000,4.22,,0.2426707035719203,
2018-12-31,2019-02-28,259659000,1389898000,3.26,,0.18681874497265266,
2019-12-31,2020-02-27,392334000,1787220000,5.17,,0.21952193910095008,
2020-12-31,2021-02-25,322848000,2001922000,4.38,,0.16126902047132705,
2021-12-31,2022-03-01,328831000,2539809000,4.45,,0.12947075941537337,
2022-12-31,2023-03-16,33354000,2737329000,0.42,,0.012184870726171389,
2023-12-31,2024-03-01,-49949000,2706152000,-0.64,,-0.018457573706133285,
2024-12-31,2025-02-28,162788000,2911857000,2.06,,0.055905217872993074,
2025-12-31,2026-02-26,399042000,3259309000,5.07,,0.1224314724378695,
