fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2015-03-31,2016-06-01,161,3161,0.0,,8128,-494,,0.050933248971844355,,,,2.5713381841189498
2016-03-31,2016-06-01,-9714,6540,0.0,3441500.0,8100,-10031,,-1.4853211009174312,0.001900334156617754,,,1.238532110091743
2017-03-31,2017-07-03,-52617,-13603,,,21518,-43696,,3.8680438138645887,,,,
2018-03-31,2018-07-16,-709396,-1104934,,,8623045,1880166,97077.0,0.6420256775517814,,1783089.0,,
2019-03-31,2019-07-01,-694329,-1702547,,,5674393,193161,229240.0,0.40781781648318666,,-36079.0,,
2020-03-31,2020-06-29,-1455620,-3066724,,,11488702,-1150853,136001.0,0.4746498217642018,,-1286854.0,,
2021-03-31,2021-06-29,-3590169,-81498,,,18505582,-4223008,405851.0,44.05223441066038,,-4628859.0,,
2022-03-31,2022-06-23,77998,-71367,0.0,,13158427,1090872,198122.0,-1.0929140919472586,,892750.0,,
2023-03-31,2023-06-29,1319657,24121794,0.04,,17181087,-1569159,,0.054708078511905046,,,,0.712264062946562
2024-03-31,2024-07-15,-3109418,26047100,-0.71,,26291648,-411473,135431.0,-0.11937674443604086,,-546904.0,,1.0093886843448983
2025-03-31,2025-06-30,-5094198,21731808,-0.85,,27435529,816001,197592.0,-0.2344120654848414,,618409.0,,1.2624595707821458
2026-03-31,2026-06-29,-4469165,21804765,-6.27,,7565858,-603603,180894.0,-0.20496276845909597,,-784497.0,,0.3469818638265535
