fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2020-02-01,2022-03-25,73300000,235187000,4.68,,0.31166688635001083,
2021-01-30,2022-03-25,-140365000,93377000,-9.59,,-1.5032074279533505,
2022-01-29,2022-03-25,187171000,225472000,12.59,,0.8301296835083736,
2023-01-28,2023-03-28,-1138000,158478000,-0.09,,-0.007180807430684385,
2024-02-03,2024-05-06,-154541000,-9019000,-12.36,,17.135048231511256,
2025-02-01,2025-04-17,-57819000,-59411000,-4.53,,0.9732036154920806,
2026-01-31,2026-04-10,-88263000,-54183000,-4.01,,1.6289795692375837,
