fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,roe,book_value_per_share
2009-01-31,2011-03-25,452000000,2084000000,1.09,,0.21689059500959693,
2010-01-31,2011-03-25,497000000,2291000000,1.24,,0.21693583587952858,
2011-01-31,2011-03-25,618000000,2491000000,1.63,,0.2480931352870333,
2012-01-31,2012-03-27,59000000,2181000000,0.18,,0.0270518110958276,
2013-01-31,2013-03-27,525000000,2618000000,1.54,,0.20053475935828877,
2014-01-31,2014-03-27,164000000,1595000000,1.94,,0.10282131661442007,
2015-01-30,2015-03-25,-323000000,998000000,-4.36,,-0.32364729458917835,
2016-01-01,2017-02-24,242000000,1068000000,3.27,,0.22659176029962547,
2016-12-30,2017-02-24,244000000,3135000000,2.35,,0.07783094098883572,
2017-12-29,2018-02-23,366000000,3370000000,2.38,,0.1086053412462908,
2018-12-28,2019-02-19,581000000,3308000000,3.8,,0.1756348246674728,
2020-01-03,2020-02-18,667000000,3413000000,4.6,,0.19542924113682977,
2021-01-01,2021-02-23,628000000,3862000000,4.36,,0.16261004660797515,
2021-12-31,2022-02-15,753000000,4291000000,5.27,,0.17548357026334188,
2022-12-30,2023-02-14,685000000,4299000000,4.96,,0.15933938125145383,
2023-12-29,2024-02-13,199000000,4201000000,1.44,,0.04736967388716972,
2025-01-03,2025-02-11,1254000000,4412000000,9.22,,0.2842248413417951,
2026-01-02,2026-02-17,1448000000,4916000000,11.14,,0.29454841334418225,
