Symbol,Name,Sector
EAD,Allspring Income Opportunities Fund Common Shares,Finance
ECF,Ellsworth Growth and Income Fund Ltd.,Finance
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),
EFSH,1847 Holdings LLC Common Shares,Consumer Discretionary
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance
ELA,Envela Corporation Common Stock,Consumer Discretionary
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Utilities
ELMD,Electromed Inc. Common Stock,Health Care
EMX,EMX Royalty Corporation Common Shares (Canada),Basic Materials
ENSV,Enservco Corporation Common Stock,Energy
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance
EP,Empire Petroleum Corporation Common Stock,Energy
EPM,Evolution Petroleum Corporation Inc. Common Stock,Energy
EQX,Equinox Gold Corp. Common Shares,Basic Materials
ERC,Allspring Multi-Sector Income Fund Common Stock,Finance
ERH,Allspring Utilities and High Income Fund Common Shares,Finance
ESP,Espey Mfg. & Electronics Corp. Common Stock,Technology
EVBN,Evans Bancorp Inc. Common Stock,Finance
EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,Finance
EVI,EVI Industries Inc.  Common Stock,Consumer Discretionary
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Finance
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance
FCO,abrdn Global Income Fund Inc. Common Stock,Finance
FLYX,flyExclusive Inc. Class A Common Stock,Consumer Discretionary
FOXO,FOXO Technologies Inc. Class A Common Stock,Finance
FRD,Friedman Industries Inc. Common Stock,Industrials
FSI,Flexible Solutions International Inc. Common Stock (CDA),Industrials
FSP,Franklin Street Properties Corp. Common Stock,Real Estate
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,Finance
FURY,Fury Gold Mines Limited Common Shares,
GAU,Galiano Gold Inc.,
GBR,New Concept Energy Inc Common Stock,Energy
GENC,Gencor Industries Inc. Common Stock,Industrials
GGN,GAMCO Global Gold Natural Resources & Income Trust,Finance
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,
GLDG,GoldMining Inc. Common Shares,Basic Materials
GLO,Clough Global Opportunities Fund Common Stock,Finance
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,Finance
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,Finance
GLU^A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares,
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,Finance
GNS,Genius Group Limited Ordinary Shares,Consumer Discretionary
GORO,Gold Resource Corporation Common Stock,Basic Materials
GRF,Eagle Capital Growth Fund Inc. Common Stock,Finance
GRFX,Graphex Group Limited American Depositary Shares each American Depositary Share representing 20 Ordinary Shares,
GROY,Gold Royalty Corp. Common Shares,
GSAT,Globalstar Inc. Common Stock,Consumer Discretionary
GTE,Gran Tierra Energy Inc. Common Stock,Energy
HNRA,HNR Acquisition Corp Class A Common Stock,Energy
HNW,Pioneer Diversified High Income Fund Inc.,Finance
HUSA,Houston American Energy Corporation Common Stock,Energy
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,
IAF,abrdn Australia Equity Fund Inc. Common Stock,Finance
IAUX,i-80 Gold Corp. Common Shares,Basic Materials
IBIO,iBio Inc. Common Stock,Health Care
IDR,Idaho Strategic Resources Inc. Common Stock,Basic Materials
IE,Ivanhoe Electric Inc. Common Stock,Basic Materials
IGC,IGC Pharma Inc. Common Stock,Health Care
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Finance
IMO,Imperial Oil Limited Common Stock,
INDO,Indonesia Energy Corporation Limited Ordinary Shares,Energy
INFU,InfuSystems Holdings Inc. Common Stock,Health Care
INLX,Intellinetics Inc. Common Stock,Technology
INTT,inTest Corporation Common Stock,Industrials
INUV,Inuvo Inc.,Consumer Discretionary
IOR,Income Opportunity Realty Investors Inc. Common Stock,Real Estate
ISDR,Issuer Direct Corporation Common Stock,Consumer Discretionary
ITP,IT Tech Packaging Inc. Common Stock,Basic Materials
ITRG,Integra Resources Corp. Common Shares,
JOB,GEE Group Inc. Common Stock,Consumer Discretionary
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,Finance
KNW,Know Labs Inc. Common Stock,Industrials
KULR,KULR Technology Group Inc. Common Stock,Technology
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care
LEGT,Legato Merger Corp. III Ordinary Shares,
LEU,Centrus Energy Corp. Class A Common Stock,Industrials
LGL,LGL Group Inc. (The) Common Stock,Technology
LODE,Comstock Inc. Common Stock,Finance
LPA,Logistic Properties of the Americas Ordinary Shares,
LPTV,Loop Media Inc. Common Stock,Consumer Discretionary
LSF,Laird Superfood Inc. Common Stock,Consumer Staples
LXFR,Luxfer Holdings PLC Ordinary Shares,Industrials
MAG,MAG Silver Corporation Ordinary Shares,Basic Materials
MAIA,MAIA Biotechnology Inc. Common Stock,Health Care
MGLD,The Marygold Companies Inc. Common Stock,Finance
MHH,Mastech Digital Inc Common Stock,Consumer Discretionary
MI,NFT Limited Class A Ordinary Share,Consumer Discretionary
MITQ,Moving iMage Technologies Inc. Common Stock,Consumer Discretionary
MLSS,Milestone Scientific Inc. Common Stock,Health Care
MMA,Alta Global Group Limited Ordinary Shares,Consumer Discretionary
MPTI,M-tron Industries Inc. Common Stock,Technology
MPU,Mega Matrix Corp. Common Stock,Consumer Discretionary
MRT,Marti Technologies Inc. Class A Ordinary Shares,Consumer Discretionary
MSN,Emerson Radio Corporation Common Stock,Consumer Staples
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Basic Materials
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care
MWG,Multi Ways Holdings Limited Ordinary Shares,Consumer Discretionary
MXC,Mexco Energy Corporation Common Stock,Energy
MYND,Mynd.ai Inc. American Depositary Shares,Real Estate
MYO,Myomo Inc. Common Stock,Health Care
NAK,Northern Dynasty Minerals Ltd. Common Stock,Basic Materials
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Finance
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Health Care
NCL,Northann Corp. Common Stock,Industrials
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Real Estate
NEWP,New Pacific Metals Corp. Common Shares,Basic Materials
NFGC,New Found Gold Corp Common Shares,
NG,Novagold Resources Inc.,Basic Materials
NGD,New Gold Inc.,
NHC,National HealthCare Corporation Common Stock,Health Care
NHS,Neuberger Berman High Yield Strategies Fund,Finance
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,Finance
NNVC,NanoViricides Inc. Common Stock,Health Care
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Finance
NRXS,Neuraxis Inc. Common Stock,Health Care
NTIP,Network-1 Technologies Inc. Common Stock,Miscellaneous
OBE,Obsidian Energy Ltd. Common Shares,
OGEN,Oragenics Inc. Common Stock,Health Care
OPTT,Ocean Power Technologies Inc. Common Stock,Industrials
ORLA,Orla Mining Ltd. Common Shares,Basic Materials
OZ,Belpointe PREP LLC Class A Units,Real Estate
PAPL,Pineapple Financial Inc. Common Stock,Finance
PCG^A,Pacific Gas & Electric Co. 6% Preferred Stock,
PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock,
PCG^C,Pacific Gas & Electric Co. 5% 1st Preferred Stock,
PCG^E,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,
PCG^G,Pacific Gas & Electric Co. 4.80% 1st Preferred Stock,
PCG^H,Pacific Gas & Electric Co. 4.50% 1st Preferred Stock,
PCG^I,Pacific Gas & Electric Co. 4.36% 1st Preferred Stock,
PED,Pedevco Corp. Common Stock,Energy
PHGE,BiomX Inc. COmmon Stock,Health Care
PLAG,Planet Green Holdings Corp. Common Stock,Consumer Staples
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Health Care
PMNT,Perfect Moment Ltd. Common Stock,
PRK,Park National Corporation Common Stock,Finance
PTN,Palatin Technologies Inc. Common Stock,Health Care
PW,Power REIT (MD) Common Stock,Real Estate
PZG,Paramount Gold Nevada Corp. Common Stock,Basic Materials
RCG,RENN Fund Inc Common Stock,Finance
REI,Ring Energy Inc. Common Stock,Energy
REPX,Riley Exploration Permian Inc. Common Stock,Energy
RHE,Regional Health Properties Inc. Common Stock,Real Estate
RLGT,Radiant Logistics Inc. Common Stock,Consumer Discretionary
RVP,Retractable Technologies Inc. Common Stock,Health Care
RYDE,Ryde Group Ltd. Class A Ordinary Shares,Consumer Discretionary
SACC,Sachem Capital Corp. 6.875% Notes due 2024,Real Estate
SACH,Sachem Capital Corp. Common Shares,Real Estate
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,
SATX,SatixFy Communications Ltd. Ordinary Share,Technology
SBEV,Splash Beverage Group Inc. (NV) Common Stock,Consumer Staples
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,Real Estate
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,Real Estate
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,Real Estate
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,Real Estate
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,Real Estate
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,Real Estate
SCPX,Scorpius Holdings Inc. Common Stock,Health Care
SDPI,Superior Drilling Products Inc. Common Stock,Industrials
SEB,Seaboard Corporation Common Stock,Industrials
SENS,Senseonics Holdings Inc. Common Stock,Industrials
SER,Serina Therapeutics Inc. Common Stock,Health Care
SGE,Strong Global Entertainment Inc. Class A Common Voting Shares,Consumer Discretionary
SGN,Signing Day Sports Inc. Common Stock,Technology
SIF,SIFCO Industries Inc. Common Stock,Industrials
SILV,SilverCrest Metals Inc. Common Shares,Basic Materials
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Industrials
SKYH,Sky Harbour Group Corporation Class A Common Stock,Finance
SLI,Standard Lithium Ltd. Common Shares,Industrials
SLND,Southland Holdings Inc. Common Stock,Industrials
SLSR,Solaris Resources Inc. Common Shares,
SOAR,Volato Group Inc. Class A Common Stock,Consumer Discretionary
SSY,SunLink Health Systems Inc. Common Stock,Health Care
STRW,Strawberry Fields REIT Inc. Common Stock,Real Estate
STXS,Stereotaxis Inc. Common Stock,Health Care
SVM,Silvercorp Metals Inc. Common Shares,Basic Materials
SVT,Servotronics Inc. Common Stock,Consumer Discretionary
SYNX,Silynxcom Ltd. Ordinary Shares,Consumer Staples
TELL,Tellurian Inc. Common Stock,Energy
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,Energy
TGB,Taseko Mines Ltd. Common Stock,
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),
TMP,Tompkins Financial Corporation Common Stock,Finance
TMQ,Trilogy Metals Inc. Common Stock,
TOON,Kartoon Studios Inc. Common Stock,Consumer Discretionary
TOPS,TOP Ships Inc. Common Stock,Consumer Discretionary
TOVX,Theriva Biologics Inc. Common Stock,Health Care
TPET,Trio Petroleum Corp. Common Stock,Energy
TPHS,Trinity Place Holdings Inc. Common Stock,Real Estate
TRT,Trio-Tech International Common Stock,Technology
TRX,TRX Gold Corporation Common Stock,
UAMY,United States Antimony Corporation Common Stock,
UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials
UEC,Uranium Energy Corp. Common Stock,Basic Materials
UMAC,Unusual Machines Inc. Common Stock,Technology
URG,Ur Energy Inc Common Shares (Canada),Basic Materials
USAS,Americas Gold and Silver Corporation Common Shares no par value,Basic Materials
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance
UUU,Universal Security Instruments Inc. Common Stock,Technology
UUUU,Energy Fuels Inc Ordinary Shares (Canada),Industrials
VCXB,10X Capital Venture Acquisition Corp. III Class A Ordinary Shares,Finance
VFL,abrdn National Municipal Income Fund Common Stock,Finance
VGZ,Vista Gold Corp Common Stock,
VINE,Fresh Vine Wine Inc. Common Stock,Consumer Staples
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance
VNRX,VolitionRX Limited Common Stock,Health Care
VTAK,Catheter Precision Inc. Common Stock,Health Care
VZLA,Vizsla Silver Corp. Common Shares,Basic Materials
WRN,Western Copper and Gold Corporation Common Stock,
WWR,Westwater Resources Inc. Common Stock,Basic Materials
WYY,WidePoint Corporation Common Stock,Technology
XPL,Solitario Resources Corp. Common Stock,Basic Materials
XTNT,Xtant Medical Holdings Inc. Common Stock,Health Care
YCBD,cbdMD Inc. Common Stock,Health Care
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,
ZDGE,Zedge Inc. Class B Common Stock,Technology
ZOM,Zomedica Corp. Common Shares,Health Care
ZONE,CleanCore Solutions Inc. Class B Common Stock,Industrials
