ticker,company_name,sector,price,price_date,fiscal_year_end,filed_date,eps,book_value_per_share,roe,debt_to_equity,fcf_yield,roe_consistency_years,roe_consistency_total,pe,pb,pe_rank,pb_rank,value_score,target_price,vs_target_pct,explicacion
VNO,Vornado Realty Trust,Real Estate,35.27000045776367,2026-09-22,2025-12-31,2026-02-09,4.2,31.39896718124388,0.1511602249442809,1.4559867186193725,,1,5,8.397619156610398,1.123285369680317,0.1111111111111111,0.1111111111111111,0.1111111111111111,120.4388893819323,2.4147685800616756,"Destaca sobre todo por su P/E bajo (8.4). P/E de 8.4 (más barata que el 89% de las empresas del ranking, según este criterio); P/B de 1.1 (más barata que el 89% en este criterio); ROE de 15.1% (+0.1% respecto al mínimo exigido de 15%); consistencia: 1/5 años recientes con ROE por encima del mínimo (ROE inconsistente en años recientes — puede que el dato actual sea un año excepcional, conviene revisarlo); precio objetivo por P/E mediano de su sector: 120.44 (+241.5% respecto al precio actual); deuda/patrimonio de 1.46 (deuda moderada respecto a su patrimonio)."
CRCT,Cricut Inc. Class A Common Stock,Technology,5.800000190734863,2026-08-28,2025-12-31,2026-03-04,0.35,1.6256602675951282,0.2232645731034663,0.6905469479946793,,2,5,16.571429116385325,3.567781231016318,0.2222222222222222,0.2222222222222222,0.2222222222222222,11.083333194255829,0.9109194534098048,"Destaca sobre todo por su P/E bajo (16.6). P/E de 16.6 (más barata que el 78% de las empresas del ranking, según este criterio); P/B de 3.6 (más barata que el 78% en este criterio); ROE de 22.3% (+7.3% respecto al mínimo exigido de 15%); consistencia: 2/5 años recientes con ROE por encima del mínimo (ROE inconsistente en años recientes — puede que el dato actual sea un año excepcional, conviene revisarlo); precio objetivo por P/E mediano de su sector: 11.08 (+91.1% respecto al precio actual); deuda/patrimonio de 0.69 (deuda moderada respecto a su patrimonio)."
DRI,Darden Restaurants,Consumer Discretionary,213.4499969482422,2026-09-22,2026-05-31,2026-07-24,10.38,19.35080032850164,0.5466364665911665,4.826681766704417,,5,5,20.563583521025258,11.030551363493393,0.3333333333333333,0.6666666666666666,0.5,217.4675151745146,0.01882182377002617,"Destaca sobre todo por su P/E bajo (20.6). P/E de 20.6 (más barata que el 67% de las empresas del ranking, según este criterio); P/B de 11.0 (más barata que el 33% en este criterio); ROE de 54.7% (+39.7% respecto al mínimo exigido de 15%); consistencia: 5/5 años recientes con ROE por encima del mínimo (ROE sostenido en todos los años disponibles, no es un año puntual); precio objetivo por P/E mediano de su sector: 217.47 (+1.9% respecto al precio actual); deuda/patrimonio de 4.83 (deuda alta respecto a su patrimonio — conviene mirarlo con más cuidado)."
NVEC,NVE Corporation Common Stock,Technology,100.88999938964844,2026-08-28,2026-03-31,2026-05-06,3.14,12.042071535274994,0.2609326305106933,0.0365674046398235,0.029647984398021663,5,5,32.13057305402816,8.378126561871857,0.6666666666666666,0.3333333333333333,0.5,99.43333208560944,-0.014438173385383668,"Destaca sobre todo por su P/B bajo (8.4). P/E de 32.1 (más barata que el 33% de las empresas del ranking, según este criterio); P/B de 8.4 (más barata que el 67% en este criterio); ROE de 26.1% (+11.1% respecto al mínimo exigido de 15%); consistencia: 5/5 años recientes con ROE por encima del mínimo (ROE sostenido en todos los años disponibles, no es un año puntual); precio objetivo por P/E mediano de su sector: 99.43 (-1.4% respecto al precio actual); deuda/patrimonio de 0.04 (deuda baja respecto a su patrimonio); FCF Yield de 3.0% (genera algo de caja libre, pero no mucha respecto a su precio)."
NFLX,Netflix Inc.,Information Technology,72.16000366210938,2026-09-22,2025-12-31,2026-01-23,2.53,6.303757898071252,0.4125868742290203,1.0888962471775832,0.031053318711066008,5,5,28.521740577908847,11.447140710176706,0.4444444444444444,0.7777777777777778,0.6111111111111112,81.74778617696558,0.13286837622336023,"Destaca sobre todo por su P/E bajo (28.5). P/E de 28.5 (más barata que el 56% de las empresas del ranking, según este criterio); P/B de 11.4 (más barata que el 22% en este criterio); ROE de 41.3% (+26.3% respecto al mínimo exigido de 15%); consistencia: 5/5 años recientes con ROE por encima del mínimo (ROE sostenido en todos los años disponibles, no es un año puntual); precio objetivo por P/E mediano de su sector: 81.75 (+13.3% respecto al precio actual); deuda/patrimonio de 1.09 (deuda moderada respecto a su patrimonio); FCF Yield de 3.1% (genera algo de caja libre, pero no mucha respecto a su precio)."
GOOG,Alphabet Inc Class C,Information Technology,347.34100341796875,2026-09-22,2025-12-31,2026-02-05,10.81,34.35349106551952,0.3182786895115167,0.4334966828410774,0.017449861155501487,5,5,32.13145267511274,10.11079202272382,0.7777777777777778,0.4444444444444444,0.6111111111111112,349.28599548339844,0.005599661561088931,"Destaca sobre todo por su P/B bajo (10.1). P/E de 32.1 (más barata que el 22% de las empresas del ranking, según este criterio); P/B de 10.1 (más barata que el 56% en este criterio); ROE de 31.8% (+16.8% respecto al mínimo exigido de 15%); consistencia: 5/5 años recientes con ROE por encima del mínimo (ROE sostenido en todos los años disponibles, no es un año puntual); precio objetivo por P/E mediano de su sector: 349.29 (+0.6% respecto al precio actual); deuda/patrimonio de 0.43 (deuda baja respecto a su patrimonio); FCF Yield de 1.7% (genera algo de caja libre, pero no mucha respecto a su precio)."
EXPE,Expedia Inc.,Consumer Discretionary,280.70001220703125,2026-09-22,2025-12-31,2026-02-13,9.81,10.976704424022229,1.0077881619937694,,0.09471633908703295,4,5,28.613660775436415,25.57233950772389,0.5555555555555556,0.8888888888888888,0.7222222222222222,205.52565740481583,-0.267810301150861,"No destaca por tener un precio especialmente bajo en P/E ni P/B respecto al resto del universo, pero es de las mejores opciones entre las que cumplen el filtro de calidad. P/E de 28.6 (más barata que el 44% de las empresas del ranking, según este criterio); P/B de 25.6 (más barata que el 11% en este criterio); ROE de 100.8% (+85.8% respecto al mínimo exigido de 15%); consistencia: 4/5 años recientes con ROE por encima del mínimo (ROE por encima del mínimo en la mayoría de años recientes); precio objetivo por P/E mediano de su sector: 205.53 (-26.8% respecto al precio actual); FCF Yield de 9.5% (genera bastante caja libre respecto a su precio)."
GOOGL,Alphabet Inc Class A,Information Technology,351.2309875488281,2026-09-22,2025-12-31,2026-02-05,10.81,34.35349106551952,0.3182786895115167,0.4334966828410774,0.017256598928115686,5,5,32.4913031960063,10.224026049607442,0.8888888888888888,0.5555555555555556,0.7222222222222222,349.28599548339844,-0.005537643699957684,"No destaca por tener un precio especialmente bajo en P/E ni P/B respecto al resto del universo, pero es de las mejores opciones entre las que cumplen el filtro de calidad. P/E de 32.5 (más barata que el 11% de las empresas del ranking, según este criterio); P/B de 10.2 (más barata que el 44% en este criterio); ROE de 31.8% (+16.8% respecto al mínimo exigido de 15%); consistencia: 5/5 años recientes con ROE por encima del mínimo (ROE sostenido en todos los años disponibles, no es un año puntual); precio objetivo por P/E mediano de su sector: 349.29 (-0.6% respecto al precio actual); deuda/patrimonio de 0.43 (deuda baja respecto a su patrimonio); FCF Yield de 1.7% (genera algo de caja libre, pero no mucha respecto a su precio)."
APP,Applovin Corporation Class A Common Stock,Technology,328.7300109863281,2026-09-22,2025-12-31,2026-02-19,9.75,6.309751620540742,1.5617165361781746,2.400809773496712,,3,5,33.71589856270032,52.09872444363447,1.0,1.0,1.0,308.7499961256981,-0.0607794061779805,"No destaca por tener un precio especialmente bajo en P/E ni P/B respecto al resto del universo, pero es de las mejores opciones entre las que cumplen el filtro de calidad. P/E de 33.7 (más barata que el 0% de las empresas del ranking, según este criterio); P/B de 52.1 (más barata que el 0% en este criterio); ROE de 156.2% (+141.2% respecto al mínimo exigido de 15%); consistencia: 3/5 años recientes con ROE por encima del mínimo (ROE por encima del mínimo en la mayoría de años recientes); precio objetivo por P/E mediano de su sector: 308.75 (-6.1% respecto al precio actual); deuda/patrimonio de 2.40 (deuda alta respecto a su patrimonio — conviene mirarlo con más cuidado)."
