Symbol,Name,Sector
SVE.DE,SHAREHOLD.VAL.BET.NA O.N.,Financial Services
SMWN.DE,SM WIRTSCHAFTSBER. AG .O.N.,Financial Services
SB1J.DE,SMARTBROKER HD O.N. JGE,Financial Services
SB1.DE,SMARTBROKER HOLDING AG,Financial Services
SPT6.DE,SPARTA AG O.N.,Financial Services
ST5.DE,STEICO SE,Industrial
N4G.DE,THE NAGA GROUP AG NA O.N.,Financial Services
TR61.DE,TMM REAL EST. DEV. PLC,Financial Services
T2G.DE,TRADEGATE AG WERTPAPIERHANDELSBANK O.N.,Financial Services
UMDK.DE,UMT UTD MOB.TECHN.AG,Industrial
VG8.DE,VARENGOLD BANK AG,Financial Services
VROS.DE,VERIANOS REAL ESTATE AG,Financial Services
