Symbol,Name,Sector
0186.HK,NIMBLE HOLDINGS,Equity
0187.HK,JINGCHENG MAC,Equity
0188.HK,SUNWAH KINGSWAY,Equity
0189.HK,DONGYUE GROUP,Equity
0191.HK,LAI SUN INT'L,Equity
0193.HK,CAPITAL ESTATE,Equity
0194.HK,LIU CHONG HING,Equity
0195.HK,GREENTECH INTL,Equity
0196.HK,HONGHUA GROUP,Equity
0197.HK,HENG TAI,Equity
0199.HK,ITC PROPERTIES,Equity
0200.HK,MELCO INT'L DEV,Equity
0201.HK,MAGNIFICENT,Equity
0202.HK,EVERCHINA INT'L,Equity
0204.HK,CAPITAL REALM,Equity
0205.HK,SEEC MEDIA,Equity
0206.HK,CM-ENERGY,Equity
0207.HK,JOY CITY PPT,Equity
0209.HK,WINSHINE SCI,Equity
0210.HK,DAPHNE INT'L,Equity
0211.HK,STYLAND HOLD,Equity
0212.HK,NANYANG HOLD,Equity
0213.HK,NATIONAL ELEC H,Equity
0214.HK,ASIA ORIENT,Equity
0215.HK,HUTCHTEL HK,Equity
0216.HK,CHINNEY INV,Equity
0217.HK,CHINA CHENGTONG,Equity
0218.HK,SWHYHK,Equity
0219.HK,SHUNHO PROPERTY,Equity
0220.HK,U-PRESID CHINA,Equity
0222.HK,MIN XIN HOLD,Equity
0223.HK,ELIFE HLDGS,Equity
0224.HK,PIONEER GLOBAL,Equity
0225.HK,POKFULAM,Equity
0226.HK,LIPPO,Equity
0227.HK,FIRST SHANGHAI,Equity
0228.HK,CHINA ENERGY,Equity
0229.HK,RAYMOND IND,Equity
0230.HK,MINMETALS LAND,Equity
0232.HK,CON AERO TECH,Equity
0234.HK,NEW CENTURY GP,Equity
0235.HK,CSC HOLDINGS,Equity
0236.HK,SAN MIGUEL HK,Equity
0237.HK,SAFETY GODOWN,Equity
0239.HK,PAK FAH YEOW,Equity
0240.HK,BUILD KING HOLD,Equity
0241.HK,ALI HEALTH,Equity
0242.HK,SHUN TAK HOLD,Equity
0243.HK,QPL INT'L,Equity
0244.HK,SINCERE,Equity
0245.HK,CHINA VERED FIN,Equity
0247.HK,TST PROPERTIES,Equity
0248.HK,HKC INT'L HOLD,Equity
0251.HK,SEA HOLDINGS,Equity
0252.HK,SE ASIA PPT,Equity
0253.HK,SHUNHO HOLDINGS,Equity
0254.HK,NUR HOLDINGS,Equity
0255.HK,LUNG KEE,Equity
0256.HK,CITYCHAMP,Equity
0257.HK,EB ENVIRONMENT,Equity
0258.HK,TOMSON GROUP,Equity
0259.HK,YEEBO (INT'L H),Equity
0261.HK,GBA HOLDINGS,Equity
0262.HK,DESON DEV INT'L,Equity
0264.HK,CN INT DEV CORP,Equity
0265.HK,GANGYU SERVICES,Equity
0266.HK,TIAN TECK LAND,Equity
0267.HK,CITIC,Equity
0268.HK,KINGDEE INT'L,Equity
0269.HK,CRTG,Equity
0270.HK,GUANGDONG INV,Equity
0271.HK,ASIASEC PPT,Equity
0272.HK,SHUI ON LAND,Equity
0274.HK,RA SILK ROAD,Equity
0276.HK,MONGOLIA ENERGY,Equity
0277.HK,TERN PROPERTIES,Equity
0279.HK,ARTA TECHFIN,Equity
0280.HK,KING FOOK HOLD,Equity
0285.HK,BYD ELECTRONIC,Equity
0286.HK,AIDIGONG,Equity
0287.HK,WINFAIR INV,Equity
0288.HK,WH GROUP,Equity
0289.HK,WING ON CO,Equity
0290.HK,GOFINTECH QUANT,Equity
0291.HK,CHINA RES BEER,Equity
0293.HK,CATHAY PAC AIR,Equity
0294.HK,YANGTZEKIANG,Equity
0295.HK,KONG SUN HOLD,Equity
0296.HK,EMPEROR E HOTEL,Equity
0297.HK,SINOFERT,Equity
0298.HK,CHUANG'S CHINA,Equity
0299.HK,GLORY SUN LAND,Equity
0300.HK,MIDEA GROUP,Equity
0301.HK,SANVO CHEMICALS,Equity
0302.HK,CMGE,Equity
0303.HK,VTECH HOLDINGS,Equity
0305.HK,WULING MOTORS,Equity
0306.HK,KWOON CHUNG BUS,Equity
0308.HK,CHINA TRAVEL HK,Equity
0309.HK,XH NEWS MEDIA,Equity
0310.HK,PROSP INV HOLD,Equity
0311.HK,LUEN THAI,Equity
0312.HK,SHIRBLE STORE,Equity
0313.HK,RICHLY FIELD,Equity
0314.HK,SIPAI HEALTH,Equity
0315.HK,SMARTONE TELE,Equity
0316.HK,OOIL,Equity
0317.HK,COMEC,Equity
0318.HK,VONGROUP,Equity
0320.HK,COMPUTIME,Equity
0321.HK,TEXWINCA HOLD,Equity
0322.HK,TINGYI,Equity
0323.HK,MAANSHAN IRON,Equity
0325.HK,BLOKS,Equity
0326.HK,CHINA STAR ENT,Equity
0327.HK,PAX GLOBAL,Equity
0328.HK,ALCO HOLDINGS,Equity
0329.HK,OCI INTL,Equity
0330.HK,ESPRIT HOLDINGS,Equity
0331.HK,FSE LIFESTYLE,Equity
0332.HK,YUANHENG GAS,Equity
0333.HK,TOP FORM INT'L,Equity
0334.HK,CH DISPLAY OPT,Equity
0335.HK,UPBEST GROUP,Equity
0336.HK,HUABAO INTL,Equity
0337.HK,GREENLAND HK,Equity
0338.HK,SHANGHAI PECHEM,Equity
0339.HK,CN SCI-TECH IND,Equity
0340.HK,TONGGUAN GOLD,Equity
0341.HK,CAFE DE CORAL H,Equity
0343.HK,CULTURECOM HOLD,Equity
0345.HK,VITASOY INT'L,Equity
0346.HK,YANCHANG PETRO,Equity
0347.HK,ANGANG STEEL,Equity
0348.HK,CHINAHEALTHWISE,Equity
0351.HK,ASIA ENERGY LOG,Equity
0352.HK,FORTUNE SUN,Equity
0353.HK,ENERGY INTINV,Equity
0354.HK,CHINASOFT INT'L,Equity
0355.HK,CENTURY C INT'L,Equity
0356.HK,DT CAPITAL,Equity
0357.HK,MEILAN AIRPORT,Equity
0358.HK,JIANGXI COPPER,Equity
0360.HK,NEW FOCUS AUTO,Equity
0361.HK,SINO GOLF HOLD,Equity
0362.HK,C ZENITH CHEM,Equity
0363.HK,SHANGHAI IND H,Equity
0365.HK,SINO ICT,Equity
0366.HK,LUKS GROUP (VN),Equity
0367.HK,CHUANG'S INT'L,Equity
0368.HK,SUPERLAND GROUP,Equity
0369.HK,WING TAI PPT,Equity
0370.HK,HK ROBOTICS,Equity
0371.HK,BJ ENT WATER,Equity
0372.HK,PT INTL DEV,Equity
0373.HK,ALLIED GROUP,Equity
0374.HK,FOUR SEAS MER,Equity
0375.HK,YGM TRADING,Equity
0376.HK,YUNFENG FIN,Equity
0377.HK,CHINA HUAJUN GP,Equity
0379.HK,EG LEASING,Equity
0380.HK,CHINA PIPE,Equity
0381.HK,AOM INT'L,Equity
0382.HK,EDVANTAGE GROUP,Equity
0383.HK,TIANAN MEDICARE,Equity
0384.HK,CHINA GAS HOLD,Equity
0385.HK,CHINNEY ALLI,Equity
0386.HK,SINOPEC CORP,Equity
0387.HK,LEEPORT(HOLD),Equity
0388.HK,HKEX,Equity
0389.HK,TONTINE WINES,Equity
0390.HK,CHINA RAILWAY,Equity
0391.HK,MEI AH ENTER,Equity
0392.HK,BEIJING ENT,Equity
0393.HK,GLORIOUS SUN,Equity
0396.HK,HING LEE (HK),Equity
0397.HK,MINERVA GROUP,Equity
0398.HK,ORIENTAL WATCH,Equity
0399.HK,INNOVATIVE PHAR,Equity
0400.HK,INGDAN,Equity
0401.HK,WANJIA GROUP,Equity
0403.HK,STARLITE HOLD,Equity
0406.HK,YAU LEE HOLD,Equity
0408.HK,YIP'S CHEMICAL,Equity
0410.HK,SOHO CHINA,Equity
0411.HK,LAM SOON (HK),Equity
0412.HK,SDHG,Equity
0413.HK,SC HOLDINGS,Equity
0417.HK,TSE SUI LUEN,Equity
0418.HK,FOUNDER HOLD,Equity
0419.HK,HONY MEDIA,Equity
0420.HK,FOUNTAIN SET,Equity
0422.HK,VMEP HOLDINGS,Equity
0423.HK,HKET HOLDINGS,Equity
0425.HK,MINTH GROUP,Equity
0426.HK,ONE MEDIA GROUP,Equity
0428.HK,COCOON HOLDINGS,Equity
0430.HK,ORIENTAL EXPL,Equity
0431.HK,G CHINA FIN,Equity
0432.HK,PCPD,Equity
0433.HK,NORTH MINING,Equity
0434.HK,BOYAA,Equity
0436.HK,NU ENVIRO,Equity
0438.HK,IRICO NEWENERGY,Equity
0439.HK,KUANGCHI,Equity
0440.HK,DAH SING,Equity
0442.HK,DOMAINE POWER,Equity
0444.HK,SINCEREWATCH HK,Equity
0450.HK,HUNG HING PRINT,Equity
0451.HK,GCL NEWENERGY,Equity
0455.HK,TIANDA PHARMA,Equity
0456.HK,NEW CITY DEV,Equity
0458.HK,TRISTATE HOLD,Equity
0459.HK,LEGEND UPSTAR,Equity
0460.HK,SIHUAN PHARM,Equity
0464.HK,CHINA IN-TECH,Equity
0465.HK,FUTONG TECH,Equity
0467.HK,UNITEDENERGY GP,Equity
0468.HK,GAPACK,Equity
0471.HK,SILKWAVE INC,Equity
0472.HK,NEW SILKROAD,Equity
0474.HK,ACESO LIFE SCI,Equity
0475.HK,CENTRAL DEV H,Equity
0476.HK,EV DYNAMICS,Equity
0480.HK,HKR INT'L,Equity
0482.HK,SANDMARTIN INTL,Equity
0483.HK,BAUHAUS INT'L,Equity
0484.HK,FORGAME,Equity
0485.HK,CHINASINOSTAR,Equity
0486.HK,RUSAL,Equity
0487.HK,SUCCESSUNIVERSE,Equity
0488.HK,LAI SUN DEV,Equity
0489.HK,DONGFENG GROUP,Equity
0491.HK,EMPEROR CULTURE,Equity
0493.HK,GOME RETAIL,Equity
0495.HK,PALADIN,Equity
0496.HK,KASEN,Equity
0497.HK,CSI PROPERTIES,Equity
0498.HK,BLUE RIVER HLDG,Equity
0499.HK,QINGDAO HLDGS,Equity
0500.HK,FRONTIER SER,Equity
0505.HK,XINGYE ALLOY,Equity
0506.HK,CHINA FOODS,Equity
0508.HK,DINGYI GP INV,Equity
0509.HK,SUNSHINE,Equity
0510.HK,CASH FIN SER GP,Equity
0511.HK,TVB,Equity
0512.HK,GRAND PHARMA,Equity
0513.HK,CONTINENTAL H,Equity
0515.HK,C SILVERTEC-NEW,Equity
0517.HK,COSCO SHIP INTL,Equity
0518.HK,TUNGTEX (HOLD),Equity
0519.HK,NOVAUTEK,Equity
0520.HK,XIABUXIABU,Equity
0521.HK,CWT INT'L,Equity
0522.HK,ASMPT,Equity
0524.HK,GW TERROIR,Equity
0525.HK,GUANGSHEN RAIL,Equity
0526.HK,LISI GP HOLD,Equity
0527.HK,RUIFENG RENEW,Equity
0528.HK,KINGDOM HOLDING,Equity
0529.HK,SIS INT'L,Equity
0532.HK,WKK INTL (HOLD),Equity
0533.HK,GOLDLION HOLD,Equity
0535.HK,GEMDALE PPT,Equity
0536.HK,TRADELINK,Equity
0538.HK,AJISEN (CHINA),Equity
0540.HK,SPEEDY GLOBAL,Equity
0542.HK,CN CULTURAL T&A,Equity
0543.HK,PACIFIC ONLINE,Equity
0544.HK,DAIDO GROUP,Equity
0546.HK,FUFENG GROUP,Equity
0547.HK,DIGITAL DOMAIN,Equity
0548.HK,SHENZHENEXPRESS,Equity
0550.HK,ALLEGRO CULTURE,Equity
0551.HK,YUE YUEN IND,Equity
0552.HK,CHINACOMSERVICE,Equity
0553.HK,NANJING PANDA,Equity
0554.HK,HANS GP HLDGS,Equity
0556.HK,PAN ASIA ENVIRO,Equity
0557.HK,TIANYUAN HEALTH,Equity
0558.HK,LK TECH,Equity
0559.HK,DETAI NEWENERGY,Equity
0560.HK,CHU KONG SHIP,Equity
0563.HK,SH IND URBAN,Equity
0564.HK,ZMJ,Equity
0565.HK,ART GROUP HOLD,Equity
0567.HK,DAISHOMICROLINE,Equity
0568.HK,SHANDONG MOLONG,Equity
0570.HK,TRAD CHI MED,Equity
0571.HK,ESUN HOLDINGS,Equity
0572.HK,FW HOLDINGS,Equity
0573.HK,TAO HEUNG HLDGS,Equity
0574.HK,PASHUN INT'L,Equity
0575.HK,REGENT PACIFIC,Equity
0576.HK,ZHEJIANGEXPRESS,Equity
0579.HK,JNCEC,Equity
0580.HK,SUN.KING TECH,Equity
0581.HK,CHINA ORIENTAL,Equity
0582.HK,SHIN HWA WORLD,Equity
0583.HK,GWPA HOLDINGS,Equity
0585.HK,IMAGI INT'L,Equity
0586.HK,CONCH VENTURE,Equity
0587.HK,CONCH ENVIRO,Equity
0588.HK,BEIJING N STAR,Equity
0589.HK,JIANZHONG CONS,Equity
0590.HK,LUK FOOK HOLD,Equity
0591.HK,C HIGHPRECISION,Equity
0593.HK,DREAMEAST,Equity
0595.HK,AV CONCEPT HOLD,Equity
0596.HK,INSPUR DIGI ENT,Equity
0598.HK,SINOTRANS,Equity
0599.HK,E. BON HOLDINGS,Equity
0601.HK,REMT,Equity
0602.HK,JIAHUA STORES H,Equity
0603.HK,CHINA OIL & GAS,Equity
0604.HK,SHENZHEN INVEST,Equity
0605.HK,C FIN SERVICES,Equity
0606.HK,SCE CM,Equity
0607.HK,FULLSHARE,Equity
0608.HK,HIGH FASHION,Equity
0609.HK,TIANDE CHEMICAL,Equity
0610.HK,WAI KEE HOLD,Equity
0611.HK,CNE TECH CORP,Equity
0612.HK,DING YI FENG,Equity
0613.HK,PLANETREE INT'L,Equity
0616.HK,EMINENCE ENT,Equity
0617.HK,PALIBURG HOLD,Equity
0618.HK,PKU RESOURCES,Equity
0619.HK,SOUTH CHINA FIN,Equity
0620.HK,DTXS SILK ROAD,Equity
0621.HK,TAUNG GOLD,Equity
0622.HK,OSHIDORI,Equity
0623.HK,SINOMEDIA,Equity
0626.HK,PUBLIC FIN HOLD,Equity
0627.HK,JAPAN KYOSEI,Equity
0628.HK,TONGTONG AI SOC,Equity
0629.HK,YUE DA INTL,Equity
0630.HK,AMCO UNITED,Equity
0631.HK,SANY INT'L,Equity
0632.HK,CHK OIL,Equity
0635.HK,PLAYMATES,Equity
0636.HK,KLN,Equity
0637.HK,LEE KEE,Equity
0639.HK,SHOUGANG RES,Equity
0640.HK,INFINITY DEV,Equity
0641.HK,CHTC FONG'S INT,Equity
0643.HK,CARRY WEALTH,Equity
0645.HK,ARES ASIA,Equity
0646.HK,CHINA ENV TEC,Equity
0648.HK,SOFTMEDX-NEW,Equity
0650.HK,PRODUCTIVE TECH,Equity
0653.HK,BONJOUR HOLD,Equity
0655.HK,HK CHINESE LTD,Equity
0656.HK,FOSUN INTL,Equity
0657.HK,G-VISION INT'L,Equity
0658.HK,C TRANSMISSION,Equity
0659.HK,CTF SERVICES,Equity
0660.HK,WAI CHUN BIOTEC,Equity
0661.HK,CDAYENONFER,Equity
0662.HK,ASIA FINANCIAL,Equity
0663.HK,KING STONE ENGY,Equity
0666.HK,REPT BATTERO,Equity
0667.HK,CHINA EAST EDU,Equity
0669.HK,TECHTRONIC IND,Equity
0670.HK,CHINA EAST AIR,Equity
0672.HK,ZHONGAN GROUP,Equity
0673.HK,CHINA HEALTH,Equity
0674.HK,CHINA TANGSHANG,Equity
0675.HK,K & P INT'L,Equity
0676.HK,PEGASUS INT'L,Equity
0677.HK,GOLDEN RES DEV,Equity
0679.HK,ASIA TELE-NET,Equity
0681.HK,CHI PEOPLE HOLD,Equity
0682.HK,CHAODA MODERN,Equity
0683.HK,KERRY PPT,Equity
0684.HK,ALLAN INT'L,Equity
0685.HK,MEDIA CHINESE,Equity
0686.HK,BJ ENERGY INTL,Equity
0687.HK,TYSAN HOLDINGS,Equity
0688.HK,CHINA OVERSEAS,Equity
0689.HK,EPI (HOLDINGS),Equity
0690.HK,UNI-BIO GROUP,Equity
0691.HK,SHANSHUI CEMENT,Equity
0693.HK,TAN CHONG INT'L,Equity
0694.HK,BEIJING AIRPORT,Equity
0695.HK,DONGWU CEMENT,Equity
0696.HK,TRAVELSKY TECH,Equity
0697.HK,SHOUCHENG,Equity
0698.HK,TONGDA GROUP,Equity
0700.HK,TENCENT,Equity
0701.HK,CNT GROUP,Equity
0702.HK,SINO OIL & GAS,Equity
0703.HK,FUTURE BRIGHT,Equity
0704.HK,HUSCOKE HLDGS,Equity
0707.HK,ATV HOLDINGS,Equity
0708.HK,EVERG VEHICLE,Equity
0709.HK,GIORDANO INT'L,Equity
0710.HK,BOE VARITRONIX,Equity
0711.HK,ASIA ALLIED INF,Equity
0712.HK,COMTEC SOLAR,Equity
0713.HK,WORLD HOUSEWARE,Equity
0716.HK,SINGAMAS CONT,Equity
0717.HK,EMPEROR CAPITAL,Equity
0718.HK,TAI UNITED HOLD,Equity
0719.HK,SHANDONG XINHUA,Equity
0720.HK,AUTO ITALIA,Equity
0721.HK,C FIN INT INV,Equity
0722.HK,UMP,Equity
0723.HK,RELIANCE GLO HL,Equity
0724.HK,RUIXIN INT'L,Equity
0725.HK,PERENNIAL INT'L,Equity
0726.HK,DIT GROUP,Equity
0727.HK,CROWNICORP,Equity
0728.HK,CHINA TELECOM,Equity
0730.HK,CAPITAL IND FIN,Equity
0731.HK,C&D NEWIN,Equity
0732.HK,TRULY INT'L,Equity
0733.HK,HOPEFLUENT,Equity
0736.HK,CHINA PPT INV,Equity
0737.HK,BAY AREA DEV,Equity
0738.HK,LE SAUNDA,Equity
0743.HK,ASIA CEMENT CH,Equity
0745.HK,CN CULTURE GP,Equity
0746.HK,L & M CHEMICAL,Equity
0747.HK,SHENYANG PUBLIC,Equity
0750.HK,SFSY ENERGY,Equity
0751.HK,SKYWORTH GROUP,Equity
0752.HK,PICO FAR EAST,Equity
0753.HK,AIR CHINA,Equity
0754.HK,HOPSON DEV HOLD,Equity
0755.HK,DEVGREAT,Equity
0756.HK,SUMMI,Equity
0757.HK,SOLARGIGA,Equity
0759.HK,CEC INT'L HOLD,Equity
0760.HK,TALENT PPT GP,Equity
0762.HK,CHINA UNICOM,Equity
0763.HK,ZTE,Equity
0764.HK,ETERNITY INV,Equity
0765.HK,PERFECTECH INTL,Equity
0767.HK,ZHONG JI LS,Equity
0768.HK,UBA INVESTMENTS,Equity
0769.HK,CHINA RAREEARTH,Equity
0770.HK,SHANGHAI GROWTH,Equity
0771.HK,AUTOMATED SYS,Equity
0772.HK,CHINA LIT,Equity
0775.HK,CKLIFE SCIENCES,Equity
0776.HK,IMPERIUM TEC GP,Equity
0777.HK,NETDRAGON,Equity
0780.HK,TONGCHENGTRAVEL,Equity
0784.HK,LING YUI,Equity
0788.HK,CHINA TOWER,Equity
0789.HK,ARTINI HLDG,Equity
0794.HK,COME SURE GROUP,Equity
0797.HK,7ROAD,Equity
0798.HK,CEOVU,Equity
0799.HK,IGG,Equity
0802.HK,CHINA E-WALLET,Equity
0804.HK,PINESTONE,Equity
0805.HK,NEW GONOW RV,Equity
0806.HK,VALUE PARTNERS,Equity
0807.HK,SIICENVIRONMENT,Equity
0809.HK,GLOBAL BIO-CHEM,Equity
0810.HK,CH CASTSON 81,Equity
0811.HK,XINHUA WINSHARE,Equity
0812.HK,SWSI,Equity
0813.HK,SHIMAO GROUP,Equity
0814.HK,JINGKELONG,Equity
0815.HK,CHI SILVER GP,Equity
0816.HK,JINMAO SERVICES,Equity
0817.HK,CHINA JINMAO,Equity
0818.HK,HI SUN TECH,Equity
0819.HK,TIANNENG POWER,Equity
0821.HK,VC HOLDINGS,Equity
0822.HK,KA SHUI INT'L,Equity
0825.HK,NWDS CHINA,Equity
0826.HK,TIANGONG INT'L,Equity
0827.HK,KO YO GROUP,Equity
0828.HK,DYNASTY WINES,Equity
0829.HK,SHENGUAN HLDGS,Equity
0830.HK,CSC DEVELOPMENT,Equity
0831.HK,CR ASIA,Equity
0832.HK,CENTRAL CHINA,Equity
0833.HK,ALLTRONICS,Equity
0834.HK,KANGDA FOOD,Equity
0836.HK,CHINA RES POWER,Equity
0837.HK,CARPENTER TAN,Equity
0838.HK,EVA HOLDINGS,Equity
0839.HK,CHINA EDU GROUP,Equity
0840.HK,TIANYE WATER,Equity
0841.HK,CASSAVA RES,Equity
0842.HK,LEOCH INT'L,Equity
0844.HK,GREATIME INTL,Equity
0845.HK,GLORIOUS PPT H,Equity
0846.HK,MINGFA GROUP,Equity
0848.HK,MAOYE INT'L,Equity
0851.HK,SHENG YUAN HLDG,Equity
0852.HK,STRONG PETRO,Equity
0853.HK,MICROPORT,Equity
0854.HK,WILLAS-ARRAY,Equity
0855.HK,CHINA WATER,Equity
0856.HK,VSTECS,Equity
0857.HK,PETROCHINA,Equity
0858.HK,EXTRAWELL PHAR,Equity
0859.HK,ZHONGCHANG INTL,Equity
0860.HK,APOLLO FMG,Equity
0861.HK,DC HOLDINGS,Equity
0862.HK,VISION VALUES,Equity
0863.HK,OSL GROUP,Equity
0864.HK,WING LEE PPT,Equity
0865.HK,JIANDE INT'L,Equity
0866.HK,CHINA QINFA,Equity
0867.HK,CMS,Equity
0868.HK,XINYI GLASS,Equity
0869.HK,PLAYMATES TOYS,Equity
0871.HK,CH DREDG ENV,Equity
0873.HK,SHIMAO SERVICES,Equity
0874.HK,BAIYUNSHAN PH,Equity
0875.HK,CONGYU INTE AGR,Equity
0876.HK,KAISA HEALTH,Equity
0878.HK,SOUNDWILL HOLD,Equity
0880.HK,SJM HOLDINGS,Equity
0881.HK,ZHONGSHENG HLDG,Equity
0882.HK,TIANJIN DEV,Equity
0883.HK,CNOOC,Equity
0884.HK,CIFI HOLD GP,Equity
