Symbol,Name,Sector
ALK.AX,ALKANE RESOURCES LIMITED,Materials
ALL.AX,ARISTOCRAT LEISURE LIMITED,Consumer Services
ALM.AX,ALMA METALS LIMITED,Energy
ALQ.AX,ALS LIMITED,Commercial & Professional Services
ALR.AX,ALTAIR MINERALS LIMITED,Materials
ALV.AX,ALVO MINERALS LIMITED,Materials
ALX.AX,ATLAS ARTERIA,Transportation
ALY.AX,ALCHEMY RESOURCES LIMITED,Materials
AM5.AX,ANTARES METALS LIMITED,Materials
AM7.AX,ARCADIA MINERALS LIMITED,Materials
AMA.AX,AMA GROUP LIMITED,Commercial & Professional Services
AMC.AX,AMCOR PLC,Materials
AMD.AX,ARROW MINERALS LTD,Materials
AMH.AX,AMCIL LIMITED,Not Applic
AMI.AX,AURELIA METALS LIMITED,Materials
AMN.AX,AGRIMIN LIMITED,Materials
AMO.AX,AMBERTECH LIMITED,Technology Hardware & Equipment
AMP.AX,AMP LIMITED,Financial Services
AMS.AX,ATOMOS LIMITED,Consumer Durables & Apparel
AMX.AX,AEROMETREX LIMITED,Commercial & Professional Services
AN1.AX,ANAGENICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ANG.AX,AUSTIN ENGINEERING LIMITED,Capital Goods
ANN.AX,ANSELL LIMITED,Health Care Equipment & Services
ANO.AX,ADVANCE ZINCTEK LIMITED,Materials
ANR.AX,ANATARA LIFESCIENCES LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
ANX.AX,ANAX METALS LIMITED,Materials
ANZ.AX,ANZ GROUP HOLDINGS LIMITED,Banks
AO1.AX,ASSETOWL LIMITED,Software & Services
AOA.AX,AUSMON RESOURCES LIMITED,Materials
AOF.AX,AUSTRALIAN UNITY OFFICE FUND,Equity Real Estate Investment Trusts (REITs)
AOH.AX,ASSETORA LIMITED,Financial Services
AOK.AX,AUSTRALIAN OIL COMPANY LIMITED.,Energy
AON.AX,APOLLO MINERALS LIMITED,Materials
AOV.AX,AMOTIV LIMITED,Automobiles & Components
APA.AX,APA GROUP,Utilities
APC.AX,APC MINERALS LIMITED,Materials
APE.AX,EAGERS AUTOMOTIVE LIMITED,Consumer Discretionary Distribution & Retail
APL.AX,ASSOCIATE GLOBAL PARTNERS LIMITED,Financial Services
APW.AX,AIMS PROPERTY SECURITIES FUND,Equity Real Estate Investment Trusts (REITs)
APX.AX,APPEN LIMITED,Software & Services
APZ.AX,ASPEN GROUP,Equity Real Estate Investment Trusts (REITs)
AQC.AX,AUSTRALIAN PACIFIC COAL LIMITED,Materials
AQD.AX,AUSQUEST LIMITED,Materials
AQI.AX,ALICANTO MINERALS LIMITED,Materials
AQN.AX,AQUIRIAN LIMITED,Commercial & Professional Services
AQX.AX,ALICE QUEEN LIMITED,Materials
AQZ.AX,ALLIANCE AVIATION SERVICES LIMITED,Transportation
AR1.AX,AUSTRAL RESOURCES AUSTRALIA LTD,Materials
AR3.AX,AUSTRALIAN RARE EARTHS LIMITED,Materials
AR9.AX,ARCHTIS LIMITED,Software & Services
ARA.AX,ARIADNE AUSTRALIA LIMITED,Commercial & Professional Services
ARB.AX,ARB CORPORATION LIMITED.,Automobiles & Components
ARC.AX,ARC FUNDS LIMITED,Financial Services
ARD.AX,ARGENT MINERALS LIMITED,Materials
ARF.AX,ARENA REIT.,Equity Real Estate Investment Trusts (REITs)
ARG.AX,ARGO INVESTMENTS LIMITED,Not Applic
ARI.AX,ARIKA RESOURCES LIMITED,Materials
ARL.AX,ARDEA RESOURCES LIMITED,Materials
ARN.AX,ALDORO RESOURCES LIMITED,Materials
ARR.AX,AMERICAN RARE EARTHS LIMITED,Materials
ART.AX,AIRTASKER LIMITED,Media & Entertainment
ARU.AX,ARAFURA RARE EARTHS LTD,Materials
ARV.AX,ARTEMIS RESOURCES LIMITED,Materials
ARX.AX,AROA BIOSURGERY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AS1.AX,ASARA RESOURCES LIMITED,Materials
AS2.AX,ASKARI METALS LIMITED,Materials
ASB.AX,AUSTAL LIMITED,Capital Goods
ASE.AX,ASTUTE METALS NL,Materials
ASG.AX,AUTOSPORTS GROUP LIMITED.,Consumer Discretionary Distribution & Retail
ASH.AX,ASHLEY SERVICES GROUP LIMITED,Commercial & Professional Services
ASK.AX,ABACUS STORAGE KING,Equity Real Estate Investment Trusts (REITs)
ASL.AX,ANDEAN SILVER LIMITED,Materials
ASM.AX,AUSTRALIAN STRATEGIC MATERIALS LIMITED,Materials
ASN.AX,ANSON RESOURCES LIMITED,Materials
ASO.AX,ASTON MINERALS LIMITED,Materials
ASP.AX,ASPERMONT LIMITED.,Media & Entertainment
ASQ.AX,AUSTRALIAN SILICA QUARTZ GROUP LTD,Materials
ASR.AX,ASRA MINERALS LIMITED,Materials
ASV.AX,ASSET VISION CO LTD,Commercial & Professional Services
ASX.AX,ASX LIMITED,Financial Services
AT1.AX,ATOMO DIAGNOSTICS LIMITED,Health Care Equipment & Services
ATA.AX,ATTURRA LIMITED,Software & Services
ATC.AX,ALTECH BATTERIES LTD,Materials
ATG.AX,ARTICORE GROUP LIMITED,Consumer Discretionary Distribution & Retail
ATH.AX,ALTERITY THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ATM.AX,ANEKA TAMBANG (PERSERO) TBK (PT),Materials
ATP.AX,ATLAS PEARLS LTD,Consumer Durables & Apparel
ATR.AX,ASTRON CORPORATION LIMITED,Materials
ATS.AX,AUSTRALIS OIL & GAS LIMITED,Energy
ATV.AX,ACTIVEPORT GROUP LTD,Software & Services
ATX.AX,AMPLIA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AU1.AX,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development
AUA.AX,AUDEARA LIMITED,Consumer Durables & Apparel
AUB.AX,AUB GROUP LIMITED,Insurance
AUC.AX,AUSGOLD LIMITED,Materials
AUE.AX,AURUM RESOURCES LIMITED,Materials
AUG.AX,AUGUSTUS MINERALS LIMITED,Materials
AUH.AX,AUSTCHINA HOLDINGS LIMITED,Energy
AUI.AX,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,Not Applic
AUK.AX,AUMAKE LIMITED.,Consumer Discretionary Distribution & Retail
AUN.AX,AURUMIN LIMITED,Materials
AUQ.AX,ALARA RESOURCES LIMITED,Materials
AUR.AX,AURIS MINERALS LIMITED,Materials
AUZ.AX,AUSTRALIAN MINES LIMITED,Materials
AV1.AX,ADVERITAS LIMITED,Software & Services
AVA.AX,AVA RISK GROUP LIMITED,Technology Hardware & Equipment
AVD.AX,AVADA GROUP LIMITED,Commercial & Professional Services
AVE.AX,AVECHO BIOTECHNOLOGY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AVG.AX,AUSTRALIAN VINTAGE LTD,"Food, Beverage & Tobacco"
AVH.AX,AVITA MEDICAL INC.,"Pharmaceuticals, Biotechnology & Life Sciences"
AVJ.AX,AVJENNINGS LIMITED,Consumer Durables & Apparel
AVL.AX,AUSTRALIAN VANADIUM LIMITED,Materials
AVM.AX,ADVANCE METALS LIMITED,Materials
AVR.AX,ANTERIS TECHNOLOGIES GLOBAL CORP.,Health Care Equipment & Services
AVW.AX,AVIRA RESOURCES LTD,Materials
AW1.AX,AMERICAN WEST METALS LIMITED,Materials
AWJ.AX,AURIC MINING LIMITED,Materials
AX1.AX,ACCENT GROUP LIMITED,Consumer Discretionary Distribution & Retail
AX8.AX,ACCELERATE RESOURCES LIMITED,Materials
AXE.AX,ARCHER MATERIALS LIMITED,Semiconductors & Semiconductor Equipment
AXI.AX,AXIOM PROPERTIES LIMITED,Real Estate Management & Development
AXL.AX,AXEL REE LIMITED,Materials
AXN.AX,ALLIANCE NICKEL LIMITED,Materials
AXP.AX,AXP ENERGY LIMITED,Energy
AYA.AX,ARTRYA LIMITED,Health Care Equipment & Services
AYI.AX,A1 INVESTMENTS & RESOURCES LTD,Financial Services
AYM.AX,AUSTRALIA UNITED MINING LIMITED,Materials
AYT.AX,AUSTIN METALS LIMITED,Materials
AZ9.AX,ASIAN BATTERY METALS PLC,Materials
AZI.AX,ALTAMIN LIMITED,Materials
AZJ.AX,AURIZON HOLDINGS LIMITED,Transportation
AZL.AX,ARIZONA LITHIUM LIMITED,Materials
AZY.AX,ANTIPA MINERALS LIMITED,Materials
B4P.AX,BEFOREPAY GROUP LIMITED,Financial Services
BAP.AX,BAPCOR LIMITED,Consumer Discretionary Distribution & Retail
BAS.AX,BASS OIL LIMITED,Energy
BB1.AX,BLINKLAB LIMITED,Health Care Equipment & Services
BBC.AX,BNK BANKING CORPORATION LIMITED,Banks
BBL.AX,BRISBANE BRONCOS LIMITED,Media & Entertainment
BBN.AX,BABY BUNTING GROUP LIMITED,Consumer Discretionary Distribution & Retail
BBT.AX,BETR ENTERTAINMENT LIMITED,Consumer Services
BC8.AX,BLACK CAT SYNDICATE LIMITED,Materials
BCA.AX,BLACK CANYON LIMITED,Materials
BCB.AX,BOWEN COKING COAL LIMITED,Materials
BCC.AX,BEAM COMMUNICATIONS HOLDINGS LIMITED,Technology Hardware & Equipment
BCI.AX,BCI MINERALS LIMITED,Materials
BCK.AX,BROCKMAN MINING LIMITED,Materials
BCM.AX,BRAZILIAN CRITICAL MINERALS LIMITED,Materials
BCN.AX,BEACON MINERALS LIMITED,Materials
BCT.AX,BLUECHIIP LIMITED,Technology Hardware & Equipment
BDG.AX,BLACK DRAGON GOLD CORP.,Materials
BDM.AX,BURGUNDY DIAMOND MINES LIMITED,Materials
BDT.AX,BIRDDOG TECHNOLOGY LIMITED,Technology Hardware & Equipment
BDX.AX,BCAL DIAGNOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
BEL.AX,BENTLEY CAPITAL LIMITED,Not Applic
BEN.AX,BENDIGO AND ADELAIDE BANK LIMITED,Banks
BEO.AX,BEONIC LTD,Software & Services
BET.AX,BETMAKERS TECHNOLOGY GROUP LTD,Consumer Services
BEZ.AX,BESRA GOLD INC.,Materials
BFC.AX,BESTON GLOBAL FOOD COMPANY LIMITED,"Food, Beverage & Tobacco"
BFG.AX,BELL FINANCIAL GROUP LIMITED,Financial Services
BFL.AX,BSP FINANCIAL GROUP LIMITED,Banks
BGA.AX,BEGA CHEESE LIMITED,"Food, Beverage & Tobacco"
BGD.AX,BARTON GOLD HOLDINGS LIMITED,Materials
BGE.AX,BRIDGE SAAS LIMITED,Software & Services
BGL.AX,BELLEVUE GOLD LIMITED,Materials
BGP.AX,BRISCOE GROUP AUSTRALASIA LIMITED,Consumer Discretionary Distribution & Retail
BGT.AX,BIO-GENE TECHNOLOGY LTD,Materials
BHD.AX,BENJAMIN HORNIGOLD LIMITED,Not Applic
BHP.AX,BHP GROUP LIMITED,Materials
BIM.AX,BINDI METALS LIMITED,Materials
BIO.AX,BIOME AUSTRALIA LIMITED,Household & Personal Products
BIS.AX,BISALLOY STEEL GROUP LIMITED,Materials
BIT.AX,BIOTRON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
BKI.AX,BKI INVESTMENT COMPANY LIMITED,Not Applic
BKT.AX,BLACK ROCK MINING LIMITED,Materials
BKW.AX,BRICKWORKS LIMITED,Materials
BKY.AX,BERKELEY ENERGIA LIMITED,Energy
BLG.AX,BLUGLASS LIMITED,Semiconductors & Semiconductor Equipment
BLU.AX,BLUE ENERGY LIMITED.,Energy
BLX.AX,BEACON LIGHTING GROUP LIMITED,Consumer Discretionary Distribution & Retail
BLZ.AX,BLAZE MINERALS LIMITED,Energy
BM8.AX,BATTERY AGE MINERALS LTD,Materials
BMG.AX,BMG RESOURCES LIMITED,Materials
BMH.AX,BAUMART HOLDINGS LIMITED,Capital Goods
BML.AX,BOAB METALS LIMITED,Materials
BMM.AX,BAYAN MINING AND MINERALS LIMITED,Materials
BMN.AX,BANNERMAN ENERGY LTD,Energy
BMO.AX,BASTION MINERALS LIMITED,Materials
BMR.AX,BALLYMORE RESOURCES LIMITED,Materials
BMT.AX,BEAMTREE HOLDINGS LIMITED,Health Care Equipment & Services
BNL.AX,BLUE STAR HELIUM LIMITED,Energy
BNR.AX,BULLETIN RESOURCES LIMITED,Materials
BNZ.AX,BENZ MINING CORP.,Materials
BOA.AX,BOA RESOURCES LTD,Materials
BOC.AX,BOUGAINVILLE COPPER LIMITED,Materials
BOD.AX,BOD SCIENCE LIMITED,Consumer Discretionary Distribution & Retail
BOE.AX,BOSS ENERGY LTD,Energy
BOL.AX,BOOM LOGISTICS LIMITED,Capital Goods
BOQ.AX,BANK OF QUEENSLAND LIMITED.,Banks
BOT.AX,BOTANIX PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
BP8.AX,BPH GLOBAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
BPH.AX,BPH ENERGY LTD,Financial Services
BPM.AX,BPM MINERALS LIMITED,Materials
BPP.AX,BABYLON PUMP & POWER LIMITED,Capital Goods
BPT.AX,BEACH ENERGY LIMITED,Energy
BRE.AX,BRAZILIAN RARE EARTHS LIMITED,Materials
BRG.AX,BREVILLE GROUP LIMITED,Consumer Durables & Apparel
BRI.AX,BIG RIVER INDUSTRIES LIMITED,Materials
BRK.AX,BROOKSIDE ENERGY LIMITED,Energy
BRL.AX,BATHURST RESOURCES LIMITED.,Materials
BRN.AX,BRAINCHIP HOLDINGS LTD,Software & Services
BRU.AX,BURU ENERGY LIMITED,Energy
BRX.AX,BELARAROX LIMITED,Materials
BSA.AX,BSA LIMITED,Commercial & Professional Services
BSL.AX,BLUESCOPE STEEL LIMITED,Materials
BSN.AX,BASIN ENERGY LIMITED,Energy
BSX.AX,BLACKSTONE MINERALS LIMITED,Materials
BTC.AX,BTC HEALTH LTD,Not Applic
BTE.AX,BOTALA ENERGY LTD,Energy
BTI.AX,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,Financial Services
BTM.AX,BREAKTHROUGH MINERALS LIMITED,Energy
BTN.AX,BUTN LIMITED,Financial Services
BTR.AX,BRIGHTSTAR RESOURCES LIMITED,Materials
BUB.AX,BUBS AUSTRALIA LIMITED,"Food, Beverage & Tobacco"
BUR.AX,BURLEY MINERALS LTD,Materials
BUS.AX,BUBALUS RESOURCES LIMITED,Materials
BUX.AX,BUXTON RESOURCES LIMITED,Materials
BUY.AX,BOUNTY OIL & GAS NL,Energy
BVR.AX,BELLAVISTA RESOURCES LTD,Materials
BVS.AX,BRAVURA SOLUTIONS LIMITED.,Software & Services
BWF.AX,BLACKWALL LIMITED,Financial Services
BWN.AX,BHAGWAN MARINE LIMITED,Transportation
BWP.AX,BWP TRUST,Equity Real Estate Investment Trusts (REITs)
BXB.AX,BRAMBLES LIMITED,Commercial & Professional Services
BXN.AX,BIOXYNE LIMITED,Household & Personal Products
BYH.AX,BRYAH RESOURCES LIMITED,Materials
C1X.AX,COSMOS EXPLORATION LIMITED,Materials
C29.AX,C29 METALS LIMITED,Materials
C79.AX,CHRYSOS CORPORATION LIMITED,Commercial & Professional Services
C7A.AX,CLARA RESOURCES AUSTRALIA LTD,Materials
CAA.AX,CAPRAL LIMITED,Materials
CAE.AX,CANNINDAH RESOURCES LIMITED,Materials
CAF.AX,CENTREPOINT ALLIANCE LIMITED,Financial Services
CAM.AX,CLIME CAPITAL LIMITED,Not Applic
CAN.AX,CANN GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CAQ.AX,CAQ HOLDINGS LIMITED,Real Estate Management & Development
CAR.AX,CAR GROUP LIMITED,Media & Entertainment
CAT.AX,CATAPULT GROUP INTERNATIONAL LTD,Software & Services
CAV.AX,CARNAVALE RESOURCES LIMITED,Materials
CAY.AX,CANYON RESOURCES LIMITED,Materials
CAZ.AX,CAZALY RESOURCES LIMITED,Materials
CBA.AX,COMMONWEALTH BANK OF AUSTRALIA.,Banks
CBE.AX,COBRE LIMITED,Materials
CBH.AX,COOLABAH METALS LIMITED,Materials
CBL.AX,CONTROL BIONICS LIMITED,Health Care Equipment & Services
CBO.AX,COBRAM ESTATE OLIVES LIMITED,"Food, Beverage & Tobacco"
CBY.AX,CANTERBURY RESOURCES LIMITED,Materials
CC5.AX,CLEVER CULTURE SYSTEMS LIMITED,Health Care Equipment & Services
CC9.AX,CHARIOT CORPORATION LTD,Materials
CCA.AX,CHANGE FINANCIAL LIMITED,Financial Services
CCE.AX,CARNEGIE CLEAN ENERGY LIMITED,Utilities
CCG.AX,COMMS GROUP LTD,Telecommunication Services
CCGN.AX,COMMS GROUP LTD,Telecommunication Services
CCL.AX,CUSCAL LIMITED,Financial Services
CCM.AX,CADOUX LIMITED,Materials
CCO.AX,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products
CCP.AX,CREDIT CORP GROUP LIMITED,Financial Services
CCR.AX,CREDIT CLEAR LIMITED,Software & Services
CCV.AX,CASH CONVERTERS INTERNATIONAL,Financial Services
CCX.AX,CITY CHIC COLLECTIVE LIMITED,Consumer Discretionary Distribution & Retail
CD1.AX,CD PRIVATE EQUITY FUND I,Not Applic
CD2.AX,CD PRIVATE EQUITY FUND II,Not Applic
CD3.AX,CD PRIVATE EQUITY FUND III,Not Applic
CDA.AX,CODAN LIMITED,Technology Hardware & Equipment
CDE.AX,CODEIFAI LIMITED,Commercial & Professional Services
CDM.AX,CADENCE CAPITAL LIMITED,Not Applic
CDO.AX,CADENCE OPPORTUNITIES FUND LIMITED.,Not Applic
CDP.AX,CARINDALE PROPERTY TRUST,Equity Real Estate Investment Trusts (REITs)
CDR.AX,CODRUS MINERALS LIMITED,Materials
CDT.AX,CASTLE MINERALS LIMITED,Materials
CDX.AX,CARDIEX LIMITED,Health Care Equipment & Services
CEH.AX,COAST ENTERTAINMENT HOLDINGS LIMITED,Consumer Services
CEL.AX,CHALLENGER GOLD LIMITED,Materials
CEN.AX,CONTACT ENERGY LIMITED,Utilities
CF1.AX,COMPLII FINTECH SOLUTIONS LTD,Software & Services
CG1.AX,CARBONXT GROUP LIMITED,Materials
CGF.AX,CHALLENGER LIMITED,Financial Services
CGO.AX,CPT GLOBAL LIMITED,Software & Services
CGR.AX,CGN RESOURCES LIMITED,Materials
CGS.AX,COGSTATE LTD,Health Care Equipment & Services
CHC.AX,CHARTER HALL GROUP,Equity Real Estate Investment Trusts (REITs)
CHL.AX,CAMPLIFY HOLDINGS LIMITED,Transportation
CHM.AX,CHIMERIC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CHN.AX,CHALICE MINING LIMITED,Materials
CHR.AX,CHARGER METALS NL,Materials
CHRCA.AX,CHARGER METALS NL,Materials
CHW.AX,CHILWA MINERALS LTD,Materials
CI1.AX,CREDIT INTELLIGENCE LTD,Commercial & Professional Services
CIA.AX,CHAMPION IRON LIMITED,Materials
CIN.AX,CARLTON INVESTMENTS LIMITED,Not Applic
CIP.AX,CENTURIA INDUSTRIAL REIT,Equity Real Estate Investment Trusts (REITs)
CIW.AX,CLIME INVESTMENT MANAGEMENT LTD,Financial Services
CKA.AX,COKAL LIMITED,Materials
CKF.AX,COLLINS FOODS LIMITED,Consumer Services
CL8.AX,CL8 HOLDINGS LIMITED,Transportation
CLA.AX,CELSIUS RESOURCES LIMITED.,Materials
CLE.AX,CYCLONE METALS LIMITED,Materials
CLG.AX,CLOSE THE LOOP LTD.,Commercial & Professional Services
CLU.AX,CLUEY LTD,Consumer Services
CLV.AX,CLOVER CORPORATION LIMITED,Materials
CLW.AX,CHARTER HALL LONG WALE REIT,Equity Real Estate Investment Trusts (REITs)
CLX.AX,CTI LOGISTICS LIMITED,Transportation
CLZ.AX,CLASSIC MINERALS LTD,Materials
CMB.AX,CAMBIUM BIO LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CMD.AX,CASSIUS MINING LIMITED,Materials
CMG.AX,CRITICAL MINERALS GROUP LIMITED,Materials
CML.AX,CONNECTED MINERALS LIMITED,Technology Hardware & Equipment
CMM.AX,CAPRICORN METALS LTD,Materials
CMO.AX,COSMO METALS LIMITED,Materials
CMP.AX,COMPUMEDICS LIMITED,Health Care Equipment & Services
CMW.AX,CROMWELL PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs)
CMX.AX,CHEMX MATERIALS LIMITED,Materials
CNB.AX,CARNABY RESOURCES LIMITED,Materials
